action_resource_type_id,action_id,resource_type_id,required_flag,dependent_actions
1,1,2,false,[]
2,1,2013,false,[]
3,2,1,false,[]
4,3,1,false,[]
5,3,2,false,[]
6,3,2013,false,[]
7,4,1,false,[]
8,4,2,false,[]
9,4,2013,false,[]
10,5,1,false,[]
11,5,2,false,[]
12,5,2013,false,[]
13,6,1,false,[]
14,7,1,false,[]
15,7,2,false,[]
16,7,2013,false,[]
17,8,1,false,[]
18,9,1,false,[]
19,9,2,false,[]
20,10,2,false,[]
21,11,1,false,[]
22,11,2,false,[]
23,11,2013,false,[]
24,12,1,false,[]
25,12,2,false,[]
26,13,1,false,[]
27,13,2,false,[]
28,13,2013,false,[]
29,14,1,false,[]
30,15,1,false,[]
31,15,2,false,[]
32,16,2,false,[]
33,16,2013,false,[]
34,17,2014,false,[]
35,18,2014,false,[]
36,19,2014,false,[]
37,20,2014,false,[]
38,21,2014,false,[]
39,22,2014,false,[]
40,23,2014,false,[]
41,24,2014,false,[]
42,25,3,true,[]
43,25,1894,false,[]
44,26,3,true,[]
45,27,4,true,[]
46,27,1894,false,[]
47,28,4,true,[]
48,29,1894,false,[]
49,29,6,true,[]
50,30,4,true,[]
51,31,3,true,[]
52,32,3,true,[]
53,33,4,true,[]
54,34,6,true,[]
55,35,5,true,[]
56,36,7,true,[]
57,37,3,true,[]
58,38,3,true,[]
59,39,3,true,[]
60,40,3,true,[]
61,41,4,true,[]
62,42,6,true,[]
63,43,5,true,[]
64,44,7,true,[]
65,45,1894,false,[]
66,46,3,true,[]
67,47,3,true,[]
68,48,3,true,[]
69,49,3,true,[]
70,50,4,true,[]
71,51,3,false,[]
72,51,4,false,[]
73,51,7,false,[]
74,51,6,false,[]
75,52,3,true,[]
76,53,4,true,[]
77,54,5,true,[]
78,55,5,true,[]
79,56,3,false,[]
80,56,4,false,[]
81,56,7,false,[]
82,56,1894,false,[]
83,56,6,false,[]
84,57,3,false,[]
85,57,4,false,[]
86,57,7,false,[]
87,57,1894,false,[]
88,57,6,false,[]
89,58,3,true,[]
90,59,4,true,[]
91,60,6,true,[]
92,61,7,true,[]
93,62,9,true,[]
94,63,8,true,[]
95,64,11,true,[]
96,64,9,true,[]
97,64,10,true,[]
98,65,12,true,[]
99,65,9,true,[]
100,65,10,true,[]
101,66,14,true,[]
102,67,9,true,[]
103,67,10,true,[]
104,67,16,true,[]
105,68,9,true,[]
106,68,15,true,[]
107,69,9,true,[]
108,69,10,true,[]
109,70,11,true,[]
110,70,9,true,[]
111,70,10,true,[]
112,71,12,true,[]
113,71,9,true,[]
114,71,10,true,[]
115,72,9,true,[]
116,72,10,true,[]
117,72,16,true,[]
118,73,9,true,[]
119,73,15,true,[]
120,74,11,true,[]
121,74,9,true,[]
122,74,10,true,[]
123,75,9,true,[]
124,75,10,true,[]
125,76,11,true,[]
126,76,9,true,[]
127,76,10,true,[]
128,77,11,true,[]
129,77,9,true,[]
130,77,10,true,[]
131,78,12,true,[]
132,78,9,true,[]
133,78,10,true,[]
134,79,9,true,[]
135,79,13,true,[]
136,80,9,true,[]
137,80,10,true,[]
138,81,9,true,[]
139,81,15,true,[]
140,82,12,true,[]
141,82,9,true,[]
142,82,10,true,[]
143,83,9,true,[]
144,83,10,true,[]
145,83,16,true,[]
146,84,9,true,[]
147,84,13,true,[]
148,85,1895,false,[]
149,86,9,true,[]
150,86,10,true,[]
151,87,14,true,[]
152,88,11,true,[]
153,88,9,true,[]
154,88,10,true,[]
155,89,12,true,[]
156,89,9,true,[]
157,89,10,true,[]
158,90,14,true,[]
159,91,9,true,[]
160,91,13,true,[]
161,92,9,true,[]
162,92,10,true,[]
163,92,16,true,[]
164,93,2015,false,"[amplify:GetApp, amplifyuibuilder:GetComponent, amplifyuibuilder:TagResource]"
165,94,2015,false,"[amplify:GetApp, amplifyuibuilder:GetForm, amplifyuibuilder:TagResource, amplifyuibuilder:UntagResource]"
166,95,2015,false,"[amplify:GetApp, amplifyuibuilder:GetTheme, amplifyuibuilder:TagResource]"
167,96,18,true,"[amplify:GetApp, amplifyuibuilder:UntagResource]"
168,97,19,true,"[amplify:GetApp, amplifyuibuilder:TagResource, amplifyuibuilder:UntagResource]"
169,98,20,true,"[amplify:GetApp, amplifyuibuilder:UntagResource]"
170,99,2015,false,[]
171,100,2015,false,[]
172,101,2015,false,[]
173,102,2015,false,[]
174,103,17,true,[amplify:GetApp]
175,104,18,true,[amplify:GetApp]
176,105,19,true,[amplify:GetApp]
177,106,2015,false,[]
178,107,20,true,[amplify:GetApp]
179,108,2015,false,[amplify:GetApp]
180,109,2015,false,[amplify:GetApp]
181,110,2015,false,[amplify:GetApp]
182,111,19,false,[]
183,111,20,false,[]
184,111,17,false,[]
185,111,18,false,[]
186,112,2015,false,[amplify:GetApp]
187,113,2015,false,[]
188,114,2015,false,[]
189,115,2015,false,[]
190,116,2015,false,[amplify:GetApp]
191,117,19,false,[]
192,117,20,false,[]
193,117,2015,false,[]
194,117,17,false,[]
195,117,18,false,[]
196,118,19,false,[]
197,118,20,false,[]
198,118,2015,false,[]
199,118,17,false,[]
200,118,18,false,[]
201,119,18,true,"[amplify:GetApp, amplifyuibuilder:TagResource, amplifyuibuilder:UntagResource]"
202,120,19,true,"[amplify:GetApp, amplifyuibuilder:GetForm, amplifyuibuilder:TagResource, amplifyuibuilder:UntagResource]"
203,121,20,true,"[amplify:GetApp, amplifyuibuilder:GetTheme, amplifyuibuilder:TagResource, amplifyuibuilder:UntagResource]"
204,122,27,true,[]
205,122,22,false,[]
206,123,1787,false,[]
207,123,21,true,[]
208,124,25,true,[]
209,124,23,false,[]
210,125,26,true,[]
211,125,1787,false,[]
212,126,23,true,[]
213,126,22,false,[]
214,127,24,true,[]
215,127,1787,false,[]
216,128,22,true,[]
217,128,23,false,[]
218,128,24,false,[]
219,129,27,true,[]
220,130,21,true,[]
221,131,21,true,[]
222,132,25,true,[]
223,133,26,true,[]
224,134,23,true,[]
225,135,24,true,[]
226,136,22,true,[]
227,137,27,true,[]
228,138,21,true,[]
229,139,25,true,[]
230,140,26,true,[]
231,141,23,true,[]
232,142,24,true,[]
233,143,22,true,[]
234,144,21,true,[]
235,145,26,true,[]
236,146,1787,false,[]
237,147,24,true,[]
238,148,27,false,[]
239,148,25,false,[]
240,148,26,false,[]
241,148,23,false,[]
242,148,24,false,[]
243,148,22,false,[]
244,148,21,false,[]
245,149,21,true,[]
246,150,21,true,[]
247,151,21,true,[]
248,152,21,true,[]
249,153,21,true,[]
250,154,26,false,[]
251,154,23,false,[]
252,155,27,false,[]
253,155,25,false,[]
254,155,26,false,[]
255,155,23,false,[]
256,155,24,false,[]
257,155,22,false,[]
258,155,1787,false,[]
259,155,21,false,[]
260,156,27,false,[]
261,156,25,false,[]
262,156,26,false,[]
263,156,23,false,[]
264,156,24,false,[]
265,156,22,false,[]
266,156,1787,false,[]
267,156,21,false,[]
268,157,27,true,[]
269,157,22,false,[]
270,158,21,true,[]
271,159,25,true,[]
272,159,23,false,[]
273,160,26,true,[]
274,161,23,true,[]
275,162,24,true,[]
276,163,22,true,[]
277,163,23,false,[]
278,163,24,false,[]
279,164,34,true,[]
280,164,29,false,[]
281,165,28,true,[]
282,166,32,true,[]
283,166,30,false,[]
284,167,33,true,[]
285,168,30,true,[]
286,168,29,false,[]
287,169,31,true,[]
288,170,30,false,[]
289,170,29,true,[]
290,170,31,false,[]
291,171,34,true,[]
292,172,28,true,[]
293,173,28,true,[]
294,174,32,true,[]
295,175,33,true,[]
296,176,30,true,[]
297,177,31,true,[]
298,178,29,true,[]
299,179,34,true,[]
300,180,28,true,[]
301,181,32,true,[]
302,182,33,true,[]
303,183,30,true,[]
304,184,31,true,[]
305,185,29,true,[]
306,186,28,true,[]
307,187,33,true,[]
308,188,2016,false,[]
309,189,31,true,[]
310,190,28,true,[]
311,191,28,true,[]
312,192,28,true,[]
313,193,28,true,[]
314,194,28,true,[]
315,195,33,false,[]
316,195,30,false,[]
317,196,34,true,[]
318,196,29,false,[]
319,197,28,true,[]
320,198,32,true,[]
321,198,30,false,[]
322,199,33,true,[]
323,200,30,true,[]
324,201,31,true,[]
325,202,30,false,[]
326,202,29,true,[]
327,202,31,false,[]
328,203,35,true,[]
329,204,35,true,[]
330,204,41,true,[]
331,205,37,true,[]
332,205,2017,false,[]
333,206,36,true,[]
334,206,2017,false,[]
335,207,38,true,[]
336,207,2017,false,[]
337,208,35,true,[]
338,208,37,false,[]
339,208,36,false,[]
340,208,38,false,[]
341,208,2017,false,[]
342,208,39,false,[]
343,209,2017,false,[]
344,209,39,true,[]
345,210,40,true,[]
346,210,2017,false,[]
347,211,37,true,[]
348,212,36,true,[]
349,213,38,true,[]
350,214,35,true,[]
351,215,39,true,[]
352,216,40,true,[]
353,217,37,true,[]
354,218,35,true,[]
355,219,38,true,[]
356,220,35,true,[]
357,221,35,true,[]
358,222,39,true,[]
359,223,40,true,[]
360,224,35,true,[]
361,225,35,true,[]
362,226,35,true,[]
363,227,41,true,[]
364,228,2017,false,[]
365,229,2017,false,[]
366,230,2017,false,[]
367,231,35,true,[]
368,232,2017,false,[]
369,233,37,true,[]
370,234,37,false,[]
371,234,36,false,[]
372,234,38,false,[]
373,234,35,false,[]
374,234,39,false,[]
375,235,2017,false,[]
376,236,2017,false,[]
377,237,35,true,[]
378,238,35,true,[]
379,239,35,true,[]
380,240,37,false,[]
381,240,36,false,[]
382,240,38,false,[]
383,240,35,false,[]
384,240,40,false,[]
385,240,2017,false,[]
386,240,39,false,[]
387,241,37,false,[]
388,241,36,false,[]
389,241,38,false,[]
390,241,35,false,[]
391,241,40,false,[]
392,241,2017,false,[]
393,241,39,false,[]
394,242,37,true,[]
395,243,35,true,[]
396,243,37,false,[]
397,243,36,false,[]
398,243,38,false,[]
399,243,2017,false,[]
400,243,39,false,[]
401,244,40,true,[]
402,244,2017,false,[]
403,245,1788,false,[]
404,246,1788,false,[]
405,247,1788,false,[]
406,248,1788,false,[]
407,249,2018,false,[]
408,250,42,true,[]
409,250,2018,false,[]
410,251,2018,false,[]
411,252,42,true,[]
412,252,2018,false,[]
413,253,2018,false,[]
414,254,2018,false,[]
415,255,42,true,[]
416,255,44,true,[]
417,256,42,true,[]
418,257,42,true,[]
419,257,44,true,[]
420,258,45,true,[]
421,259,42,true,[]
422,259,43,true,[]
423,260,49,true,[]
424,261,50,true,[]
425,262,42,true,[]
426,262,44,true,[]
427,262,47,true,[]
428,263,42,true,[]
429,263,2018,false,[]
430,264,42,true,[]
431,264,44,true,[]
432,264,43,true,[]
433,264,2018,false,[]
434,265,42,true,[]
435,265,44,true,[]
436,265,2018,false,[]
437,266,42,true,[]
438,266,46,true,[]
439,266,43,true,[]
440,266,2018,false,[]
441,267,45,true,[]
442,267,2018,false,[]
443,268,42,true,[]
444,268,43,true,[]
445,268,2018,false,[]
446,269,49,true,[]
447,269,2018,false,[]
448,270,50,true,[]
449,270,2018,false,[]
450,271,42,true,[]
451,271,44,true,[]
452,271,47,true,[]
453,272,48,true,[]
454,272,2018,false,[]
455,273,2018,false,[]
456,274,42,true,[]
457,275,2018,false,[]
458,276,42,true,[]
459,276,43,true,[]
460,277,42,true,[]
461,278,2018,false,[]
462,279,2018,false,[]
463,280,42,true,[]
464,280,44,true,[]
465,281,42,false,[]
466,281,44,false,[]
467,281,46,false,[]
468,281,45,false,[]
469,281,43,false,[]
470,281,49,false,[]
471,281,50,false,[]
472,281,2018,false,[]
473,282,48,true,[]
474,282,2018,false,[]
475,283,42,true,[]
476,283,44,true,[]
477,283,45,true,[]
478,283,43,true,[]
479,283,2018,false,[]
480,284,42,true,[]
481,284,46,true,[]
482,284,43,true,[]
483,285,42,false,[]
484,285,48,false,[]
485,285,44,false,[]
486,285,46,false,[]
487,285,45,false,[]
488,285,43,false,[]
489,285,49,false,[]
490,285,50,false,[]
491,285,2018,false,[]
492,286,42,false,[]
493,286,48,false,[]
494,286,44,false,[]
495,286,46,false,[]
496,286,45,false,[]
497,286,43,false,[]
498,286,49,false,[]
499,286,50,false,[]
500,286,2018,false,[]
501,287,42,true,[]
502,287,2018,false,[]
503,288,42,true,[]
504,288,44,true,[]
505,288,2018,false,[]
506,289,45,true,[]
507,289,2018,false,[]
508,290,42,true,[]
509,290,43,true,[]
510,290,2018,false,[]
511,291,49,true,[]
512,291,2018,false,[]
513,292,50,true,[]
514,292,2018,false,[]
515,293,42,true,[]
516,293,44,true,[]
517,294,51,true,[]
518,295,52,true,[]
519,296,1789,false,[]
520,296,51,true,[]
521,297,1789,false,[]
522,297,51,true,[]
523,298,1789,false,[]
524,298,51,true,[]
525,299,53,true,[]
526,299,1789,false,[]
527,299,51,true,[]
528,300,52,true,[]
529,301,51,true,[]
530,302,53,true,[]
531,303,54,true,[]
532,304,52,true,[]
533,304,1789,false,[]
534,304,51,true,[]
535,305,1789,false,[]
536,305,51,true,[]
537,306,53,true,[]
538,306,1789,false,[]
539,306,51,true,[]
540,307,53,true,[]
541,307,54,true,[]
542,307,1789,false,[]
543,307,51,true,[]
544,308,51,true,[]
545,309,1789,false,[]
546,310,53,true,[]
547,310,51,true,[]
548,311,51,true,[]
549,312,52,false,[]
550,312,53,false,[]
551,312,54,false,[]
552,312,51,false,[]
553,313,53,true,[]
554,314,51,true,[]
555,315,53,true,[]
556,316,52,false,[]
557,316,53,false,[]
558,316,54,false,[]
559,316,1789,false,[]
560,316,51,false,[]
561,317,52,false,[]
562,317,53,false,[]
563,317,54,false,[]
564,317,1789,false,[]
565,317,51,false,[]
566,318,52,true,[]
567,318,1789,false,[]
568,318,51,true,[]
569,319,53,true,[]
570,319,54,true,[]
571,319,1789,false,[]
572,319,51,true,[]
573,320,56,true,[]
574,321,57,true,[]
575,322,57,true,[]
576,323,1790,false,[]
577,324,1790,false,[]
578,325,1790,false,[]
579,326,1790,false,[]
580,327,1790,false,[]
581,328,1790,false,[iam:CreateServiceLinkedRole]
582,329,1790,false,[]
583,330,1790,false,[]
584,331,1790,false,[]
585,332,1790,false,[]
586,333,1790,false,[]
587,334,56,true,[]
588,335,1790,false,[]
589,336,57,true,[]
590,336,1790,false,[]
591,337,1790,false,[]
592,338,1790,false,[]
593,339,1790,false,[]
594,340,56,true,[]
595,341,62,true,[]
596,342,61,true,[]
597,343,1790,false,[]
598,344,1790,false,[]
599,345,1790,false,[]
600,346,56,true,[]
601,347,1790,false,[]
602,348,1790,false,[]
603,349,1790,false,[]
604,350,56,true,[]
605,351,1790,false,[]
606,352,57,true,[]
607,352,1790,false,[]
608,353,1790,false,[]
609,354,1790,false,[]
610,355,1790,false,[]
611,356,1790,false,[]
612,357,1790,false,[]
613,358,61,true,[]
614,359,1790,false,[]
615,360,58,true,[]
616,360,57,true,[]
617,361,1790,false,[]
618,362,1790,false,[]
619,363,1790,false,[]
620,364,1790,false,[]
621,365,1790,false,[]
622,366,1790,false,[]
623,367,1790,false,[]
624,368,1790,false,[]
625,369,57,false,[]
626,369,1790,false,[]
627,370,1790,false,[]
628,371,1790,false,[]
629,372,1790,false,[]
630,373,1790,false,[]
631,374,1790,false,[]
632,375,58,true,[]
633,375,57,true,[]
634,376,1790,false,[]
635,377,1790,false,[]
636,378,61,true,[]
637,379,57,true,[]
638,379,57,false,[]
639,379,1790,false,[]
640,380,57,true,[]
641,380,57,false,[]
642,380,1790,false,[]
643,381,1790,false,[]
644,382,1790,false,[]
645,383,1790,false,[]
646,384,56,true,[]
647,385,1790,false,[]
648,386,57,true,[iam:CreateServiceLinkedRole]
649,386,1790,false,[]
650,387,1790,false,[]
651,388,61,true,[]
652,389,1790,false,[]
653,390,63,true,[]
654,390,1791,false,[]
655,391,63,true,[]
656,391,1791,false,[]
657,392,63,true,[]
658,392,1791,false,[]
659,393,1791,false,[]
660,394,1791,false,[]
661,395,1791,false,[]
662,396,1791,false,[]
663,397,63,true,[]
664,398,63,true,[]
665,398,1791,false,[]
666,399,63,true,[]
667,399,1791,false,[]
668,400,63,true,[application-autoscaling:TagResource]
669,400,1791,false,[]
670,401,63,true,[]
671,401,1791,false,[]
672,402,63,true,[]
673,402,1791,false,[]
674,403,2019,false,[]
675,404,2019,false,[]
676,405,2019,false,[]
677,406,2019,false,[]
678,407,2019,false,[]
679,408,2019,false,[]
680,409,2116,false,[]
681,410,2116,false,[]
682,411,2116,false,[]
683,412,2116,false,[]
684,413,2116,false,[]
685,414,2116,false,[]
686,415,2116,false,[]
687,416,2116,false,[]
688,417,2116,false,[]
689,418,2116,false,[]
690,419,2116,false,[]
691,420,2116,false,[]
692,421,2116,false,[]
693,422,2116,false,[]
694,423,2116,false,[]
695,424,2116,false,[]
696,425,2116,false,[]
697,426,2116,false,[]
698,427,2116,false,[]
699,428,2116,false,[]
700,429,2116,false,[]
701,430,2116,false,[]
702,431,2116,false,"[iam:AttachRolePolicy, iam:CreatePolicy, iam:CreateRole, iam:CreateServiceLinkedRole]"
703,432,2116,false,[]
704,433,2116,false,[]
705,434,2116,false,"[discovery:AssociateConfigurationItemsToApplication, discovery:CreateApplication, discovery:CreateTags, discovery:GetDiscoverySummary, discovery:ListConfigurations, s3:GetObject]"
706,435,2116,false,[]
707,436,2116,false,[]
708,437,2116,false,[]
709,438,69,true,[]
710,439,70,true,[]
711,440,69,true,[]
712,440,70,true,[]
713,441,69,true,[]
714,441,68,true,[]
715,442,68,true,[]
716,443,1792,false,[]
717,444,68,true,[]
718,445,1792,false,[]
719,446,1792,false,[]
720,447,1792,false,[]
721,448,1792,false,[]
722,449,1792,false,[]
723,450,1792,false,[]
724,451,69,true,[]
725,452,73,true,[]
726,453,64,true,[]
727,454,66,true,[]
728,455,65,true,[]
729,456,68,true,[]
730,457,67,true,[]
731,458,70,true,[]
732,459,64,true,[]
733,460,1792,false,[]
734,461,1792,false,[]
735,462,1792,false,[]
736,463,1792,false,[]
737,464,1792,false,[]
738,465,1792,false,[]
739,466,1792,false,[]
740,467,69,true,[]
741,467,70,true,[]
742,468,69,true,[]
743,468,68,true,[]
744,469,68,true,[]
745,470,68,true,[]
746,471,68,true,[]
747,472,68,true,[]
748,473,1792,false,[]
749,474,68,true,[]
750,475,68,true,[]
751,476,68,true,[]
752,477,1792,false,[]
753,478,68,true,[]
754,479,68,true,[]
755,480,67,true,[]
756,481,1792,false,"[iam:AddRoleToInstanceProfile, iam:CreateInstanceProfile, iam:CreateServiceLinkedRole, iam:GetInstanceProfile]"
757,482,68,false,[]
758,483,1792,false,[]
759,484,1792,false,[]
760,485,72,true,[]
761,486,1792,false,[]
762,487,71,true,[]
763,488,1792,false,[]
764,489,1792,false,[]
765,490,68,true,[]
766,491,1792,false,[]
767,492,66,true,[]
768,493,1792,false,[]
769,494,68,true,[]
770,495,68,true,[]
771,496,68,true,[]
772,497,68,true,[]
773,498,68,true,[]
774,499,67,true,[]
775,500,68,true,[]
776,501,68,true,[]
777,502,66,true,[]
778,503,1792,false,[]
779,504,68,true,[]
780,505,66,true,[]
781,506,68,true,[]
782,507,68,true,[]
783,508,68,true,[]
784,509,68,true,[]
785,510,1792,false,[]
786,511,1792,false,[]
787,512,1792,false,[]
788,513,67,true,[]
789,514,67,true,[]
790,515,67,true,[]
791,516,68,true,"[ec2:AttachVolume, ec2:AuthorizeSecurityGroupEgress, ec2:AuthorizeSecurityGroupIngress, ec2:CreateLaunchTemplate, ec2:CreateLaunchTemplateVersion, ec2:CreateSecurityGroup, ec2:CreateSnapshot, ec2:CreateTags, ec2:CreateVolume, ec2:DeleteLaunchTemplateVersions, ec2:DeleteSnapshot, ec2:DeleteVolume, ec2:DescribeAccountAttributes, ec2:DescribeAvailabilityZones, ec2:DescribeImages, ec2:DescribeInstanceAttribute, ec2:DescribeInstanceStatus, ec2:DescribeInstanceTypes, ec2:DescribeInstances, ec2:DescribeLaunchTemplateVersions, ec2:DescribeLaunchTemplates, ec2:DescribeSecurityGroups, ec2:DescribeSnapshots, ec2:DescribeSubnets, ec2:DescribeVolumes, ec2:DetachVolume, ec2:ModifyInstanceAttribute, ec2:ModifyLaunchTemplate, ec2:ReportInstanceStatus, ec2:RevokeSecurityGroupEgress, ec2:RunInstances, ec2:StartInstances, ec2:StopInstances, ec2:TerminateInstances, iam:PassRole, mgn:ListTagsForResource]"
792,516,1792,false,[]
793,517,1792,false,"[ec2:DescribeLaunchTemplateVersions, mgn:DescribeSourceServers, mgn:GetLaunchConfiguration, mgn:ListApplications, mgn:ListWaves, s3:PutObject]"
794,518,1792,false,"[ec2:CreateLaunchTemplateVersion, ec2:DescribeLaunchTemplateVersions, ec2:ModifyLaunchTemplate, mgn:DescribeSourceServers, mgn:GetLaunchConfiguration, mgn:ListApplications, mgn:ListWaves, mgn:TagResource, mgn:UpdateLaunchConfiguration, s3:PutObject]"
795,519,68,true,[]
796,520,68,true,"[ec2:AttachVolume, ec2:AuthorizeSecurityGroupEgress, ec2:AuthorizeSecurityGroupIngress, ec2:CreateLaunchTemplate, ec2:CreateLaunchTemplateVersion, ec2:CreateSecurityGroup, ec2:CreateSnapshot, ec2:CreateTags, ec2:CreateVolume, ec2:DeleteLaunchTemplateVersions, ec2:DeleteSnapshot, ec2:DeleteVolume, ec2:DescribeAccountAttributes, ec2:DescribeAvailabilityZones, ec2:DescribeImages, ec2:DescribeInstanceAttribute, ec2:DescribeInstanceStatus, ec2:DescribeInstanceTypes, ec2:DescribeInstances, ec2:DescribeLaunchTemplateVersions, ec2:DescribeLaunchTemplates, ec2:DescribeSecurityGroups, ec2:DescribeSnapshots, ec2:DescribeSubnets, ec2:DescribeVolumes, ec2:DetachVolume, ec2:ModifyInstanceAttribute, ec2:ModifyLaunchTemplate, ec2:ReportInstanceStatus, ec2:RevokeSecurityGroupEgress, ec2:RunInstances, ec2:StartInstances, ec2:StopInstances, ec2:TerminateInstances, iam:PassRole, mgn:ListTagsForResource]"
797,520,1792,false,[]
798,521,68,true,[]
799,522,69,false,[]
800,522,73,false,[]
801,522,64,false,[]
802,522,66,false,[]
803,522,65,false,[]
804,522,68,false,[]
805,522,67,false,[]
806,522,70,false,[]
807,522,1792,false,[]
808,523,68,true,"[ec2:DeleteVolume, ec2:DescribeInstances, ec2:DescribeVolumes, ec2:TerminateInstances]"
809,523,1792,false,[]
810,524,69,true,[]
811,525,70,true,[]
812,526,69,false,[]
813,526,73,false,[]
814,526,64,false,[]
815,526,66,false,[]
816,526,65,false,[]
817,526,68,false,[]
818,526,67,false,[]
819,526,70,false,[]
820,526,1792,false,[]
821,527,68,true,[]
822,528,68,true,[]
823,529,68,true,[]
824,530,68,true,[]
825,531,68,true,[]
826,532,69,true,[]
827,533,73,true,[]
828,534,68,true,[]
829,535,66,true,[]
830,536,68,true,[]
831,537,65,true,[]
832,538,68,true,[]
833,539,68,true,[]
834,540,70,true,[]
835,541,1792,false,[]
836,542,1793,false,[]
837,543,1793,false,[]
838,544,1793,false,[]
839,545,1793,false,[]
840,546,1793,false,[]
841,547,1793,false,[]
842,548,1793,false,[]
843,549,1793,false,[]
844,550,1793,false,[]
845,551,1793,false,[]
846,552,1793,false,[]
847,553,1793,false,[]
848,554,1793,false,[]
849,555,1793,false,[]
850,556,76,true,[]
851,557,76,false,[]
852,557,75,false,[]
853,558,74,true,[]
854,559,2020,false,[]
855,560,77,true,[]
856,561,77,true,[]
857,562,77,true,[]
858,563,2020,false,[]
859,564,2020,false,[]
860,565,75,true,[]
861,566,78,true,[]
862,567,78,true,[]
863,568,78,true,[]
864,569,78,true,[]
865,570,78,true,[]
866,571,80,true,[]
867,572,2117,false,[]
868,573,2117,false,[]
869,574,78,true,[]
870,575,2117,false,[]
871,576,78,true,[]
872,576,2117,false,[]
873,577,79,true,[]
874,577,2117,false,[]
875,578,2117,false,[]
876,579,78,true,[]
877,580,81,true,[]
878,580,2117,false,[]
879,581,2117,false,[]
880,582,2117,false,[]
881,583,78,true,[]
882,584,2117,false,[]
883,585,78,true,[]
884,586,79,true,[]
885,587,78,true,[]
886,588,78,true,[]
887,589,81,true,[]
888,590,2117,false,[]
889,591,80,true,[]
890,592,80,true,[]
891,593,2117,false,[]
892,594,80,true,[]
893,595,78,true,[]
894,596,80,true,[]
895,597,2117,false,[]
896,598,2117,false,[]
897,599,2117,false,[]
898,600,2117,false,[]
899,601,2117,false,[]
900,602,2117,false,[]
901,603,2117,false,[]
902,604,2117,false,[]
903,605,2117,false,[]
904,606,2117,false,[]
905,607,2117,false,[]
906,608,2117,false,[]
907,609,2117,false,[]
908,610,2117,false,[]
909,611,2117,false,[]
910,612,2117,false,[]
911,613,78,false,[]
912,613,81,false,[]
913,614,2117,false,[]
914,615,2117,false,[]
915,616,79,true,[]
916,617,78,false,[]
917,617,81,false,[]
918,617,2117,false,[]
919,618,78,false,[]
920,618,81,false,[]
921,618,2117,false,[]
922,619,78,true,[]
923,620,80,true,[]
924,621,80,true,[]
925,622,79,true,[]
926,623,2117,false,[]
927,624,78,true,[]
928,625,81,true,[]
929,626,2117,false,[]
930,627,2117,false,[]
931,628,1794,false,[]
932,629,1794,false,[]
933,630,1794,false,[]
934,631,1794,false,[]
935,632,1794,false,[]
936,633,1794,false,[]
937,634,85,false,[]
938,634,2118,false,[]
939,635,82,true,[]
940,635,2118,false,[]
941,635,83,true,[]
942,636,2118,false,[]
943,637,2118,false,[]
944,638,83,true,[]
945,639,84,true,[]
946,640,82,true,[]
947,641,85,true,[]
948,642,83,true,[]
949,643,84,true,[]
950,644,82,true,[]
951,645,85,true,[]
952,646,85,true,[]
953,647,2118,false,[]
954,648,2118,false,[]
955,649,2118,false,[]
956,650,84,false,[]
957,650,82,false,[]
958,650,85,false,[]
959,650,83,false,[]
960,651,2118,false,[]
961,652,85,true,[]
962,653,84,false,[]
963,653,82,false,[]
964,653,85,false,[]
965,653,2118,false,[]
966,653,83,false,[]
967,654,85,true,[]
968,655,85,true,[]
969,656,84,false,[]
970,656,82,false,[]
971,656,85,false,[]
972,656,2118,false,[]
973,656,83,false,[]
974,657,85,false,[]
975,657,83,true,[]
976,658,84,true,[]
977,658,83,false,[]
978,659,82,true,[]
979,660,85,true,[]
980,661,91,true,[]
981,662,88,true,[]
982,662,2119,false,[]
983,663,86,true,[]
984,663,2119,false,[]
985,664,87,true,[]
986,664,2119,false,[]
987,665,87,true,[iam:PassRole]
988,666,86,true,[]
989,666,2119,false,[]
990,667,89,true,[]
991,667,2119,false,[]
992,668,91,true,[]
993,668,2119,false,[]
994,669,86,true,[]
995,669,2119,false,[]
996,670,90,true,[]
997,670,2119,false,[]
998,671,92,true,[]
999,671,2119,false,[]
1000,672,92,true,[iam:PassRole]
1001,673,87,true,[]
1002,674,87,true,[]
1003,675,86,true,[]
1004,676,86,true,[]
1005,677,86,true,[]
1006,678,86,true,[]
1007,679,86,true,[]
1008,680,89,true,[]
1009,681,88,true,[]
1010,682,90,true,[]
1011,683,92,true,[]
1012,684,92,true,[]
1013,685,2119,false,[]
1014,686,86,true,[]
1015,687,2119,false,[]
1016,688,89,true,[]
1017,689,2119,false,[]
1018,690,2119,false,[]
1019,691,88,true,[]
1020,692,2119,false,[]
1021,693,2119,false,[]
1022,694,90,true,[]
1023,695,2119,false,[]
1024,696,88,true,[]
1025,697,88,true,[]
1026,698,2119,false,[]
1027,699,87,true,[]
1028,700,2119,false,[]
1029,701,2119,false,[]
1030,702,87,true,[]
1031,703,86,true,[]
1032,704,86,true,[]
1033,705,86,true,[]
1034,706,91,true,[]
1035,707,88,true,[]
1036,708,2119,false,[]
1037,709,2119,false,[]
1038,710,92,true,[]
1039,711,92,true,[]
1040,712,2119,false,[]
1041,713,2119,false,[]
1042,714,2119,false,[]
1043,715,2119,false,[]
1044,716,87,true,[]
1045,717,2119,false,[]
1046,718,87,true,[]
1047,719,2119,false,[]
1048,720,2119,false,[]
1049,721,2119,false,[]
