action_dependent_action_id,action_resource_type_id,action_id,dependent_action_id
152,8421,6113,3406
153,8421,6113,7948
154,8421,6113,7975
155,8421,6113,7981
156,8660,6403,3506
157,8660,6403,6423
158,8938,6595,3506
159,8940,6597,3506
160,8944,6601,3506
161,9823,7151,7129
162,9823,7151,3393
163,9823,7151,3406
164,9823,7151,3509
165,9823,7151,4407
166,9824,7152,7129
167,9824,7152,7144
168,9824,7152,7150
169,10130,7354,13362
170,10162,7383,13332
171,10476,7601,7534
172,10476,7601,3506
173,10476,7601,10968
174,10476,7601,13400
175,10584,7688,7688
176,10584,7688,7692
177,10785,7901,3406
178,10785,7901,3460
179,10914,8006,8017
180,11040,8085,10080
181,11040,8085,10112
182,11443,8380,2152
183,11443,8380,3393
184,11443,8380,3406
185,11443,8380,3509
186,11443,8380,10968
187,11443,8380,4407
188,11443,8380,4414
189,11443,8380,13357
190,11445,8381,4501
191,11447,8382,3393
192,11447,8382,3406
193,11447,8382,3509
194,11447,8382,11057
195,11726,8505,8436
196,11726,8505,2152
197,11994,8609,3406
198,12022,8626,10970
199,12207,8768,5136
200,12209,8770,3406
201,12209,8770,5136
202,12209,8770,5143
203,12209,8770,5166
204,12232,8790,13646
205,12232,8790,13664
206,8237,5973,13121
207,9830,7156,7129
208,9830,7156,7143
209,9830,7156,7144
210,9830,7156,7150
211,10150,7373,7580
212,10150,7373,4407
213,10150,7373,4414
214,10827,7933,3406
215,10827,7933,3460
216,10913,8005,8017
217,11534,8416,2143
218,11534,8416,2189
219,11861,8551,2152
220,11861,8551,3393
221,11861,8551,3406
222,11861,8551,3509
223,11861,8551,10968
224,11861,8551,4407
225,11861,8551,4414
226,11861,8551,13357
227,10134,7357,7580
228,10134,7357,3506
229,10134,7357,10968
230,10134,7357,13400
231,10194,7405,7948
232,10194,7405,7975
233,11576,8436,2152
234,11610,8453,3393
235,11610,8453,3424
236,11610,8453,3436
237,11610,8453,3458
238,11610,8453,3459
239,12074,8654,3406
240,12220,8781,5136
241,9180,6815,3406
242,10313,7499,13399
243,10313,7499,13400
244,11438,8377,3393
245,11438,8377,3406
246,11438,8377,3509
247,11438,8377,11057
248,11438,8377,11170
249,11751,8517,8442
250,11440,8378,3393
251,11440,8378,3406
252,11440,8378,3509
253,11440,8378,8625
254,8659,6402,3406
255,8659,6402,6423
256,9827,7154,10109
257,9827,7154,10110
258,11031,8080,13379
259,9285,6876,3406
260,12231,8789,5136
261,8864,6546,3506
262,8937,6594,3506
263,8943,6600,3506
264,11615,8456,3393
265,11615,8456,3406
266,11615,8456,3509
267,11536,8417,7158
268,11536,8417,8436
269,11536,8417,2152
270,11536,8417,10080
271,11536,8417,10105
272,11536,8417,10112
273,11676,8485,2152
274,11742,8511,2131
275,11742,8511,2136
276,11742,8511,2137
277,11742,8511,2143
278,11742,8511,2152
279,11742,8511,3393
280,11742,8511,3406
281,11742,8511,3509
282,8867,6549,3506
283,10115,7348,13325
284,10115,7348,13399
285,16636,11478,9022
286,16636,11478,9023
287,16636,11478,9060
288,16636,11478,9202
289,16636,11478,9228
290,16636,11478,9245
291,16636,11478,9257
292,16636,11478,9291
293,16636,11478,9293
294,16636,11478,9430
295,16636,11478,3406
296,16636,11478,13089
297,16806,11609,3406
298,16809,11611,3406
299,16854,11635,3406
300,16953,11694,4442
301,16999,11736,4442
302,17001,11738,9022
303,17001,11738,9245
304,17001,11738,9257
305,17001,11738,9293
306,17001,11738,11000
307,17001,11738,3393
308,17001,11738,3406
309,17001,11738,3506
310,17001,11738,7975
311,17001,11738,7981
312,17001,11738,7991
313,17001,11738,13362
314,17001,11738,13421
315,17004,11741,7981
316,17084,11805,11832
317,17085,11806,11832
318,17085,11806,13337
319,17177,11851,3260
320,17177,11851,3184
321,17177,11851,3189
322,17177,11851,3211
323,17231,11895,9191
324,17231,11895,9414
325,17231,11895,9434
326,17231,11895,9477
327,17287,11934,11912
328,17290,11935,3184
329,17310,11942,3506
330,17851,12389,12426
331,17998,12491,12613
332,18049,12525,2143
333,18215,12644,3506
334,18302,12685,4409
335,18302,12685,12669
336,18302,12685,5696
337,18302,12685,5712
338,18309,12686,3506
339,18309,12686,12669
340,18321,12691,12669
341,18436,12769,3506
342,18436,12769,4407
343,18436,12769,4409
344,18436,12769,4414
345,18436,12769,5696
346,18436,12769,5710
347,18436,12769,5712
348,18462,12788,3506
349,18529,12810,12765
350,18529,12810,12781
351,18529,12810,12782
352,19133,13265,9022
353,19133,13265,9245
354,19133,13265,9257
355,19133,13265,9293
356,19153,13283,9293
357,19222,13326,3506
358,19630,13554,3506
359,19830,13698,13691
360,19834,13700,13691
361,19836,13701,13691
362,19848,13707,3506
363,19848,13707,13691
364,19858,13712,3506
365,19858,13712,13691
366,19899,13733,13691
367,19902,13735,3506
368,19902,13735,13691
369,19922,13747,13691
370,19924,13748,13691
371,20363,14051,10109
372,20363,14051,10110
373,20363,14051,3406
374,20363,14051,3424
375,20363,14051,3460
376,20363,14051,3506
377,20363,14051,3509
378,20363,14051,4407
379,20363,14051,4414
380,20363,14051,4471
381,20363,14051,4504
382,20363,14051,5136
383,20363,14051,5149
384,20363,14051,5154
385,20363,14051,13325
386,20363,14051,13400
387,20363,14051,13421
388,20363,14051,13425
389,20363,14051,13673
390,20363,14051,13676
391,16643,11483,9101
392,16643,11483,9102
393,16643,11483,9138
394,17087,11807,11832
395,17133,11830,11832
396,17176,11850,3163
397,17180,11854,3260
398,17919,12432,3506
399,18243,12666,3506
400,18294,12682,12669
401,18325,12692,12669
402,19126,13260,9293
403,19839,13702,3506
404,19839,13702,13691
405,19850,13708,3506
406,19850,13708,13691
407,19864,13715,13691
408,19871,13718,13691
409,19888,13728,3506
410,19888,13728,13691
411,19895,13732,13691
412,19927,13749,13691
413,19930,13751,13691
414,20290,14004,3506
415,20367,14055,10066
416,20367,14055,10068
417,20367,14055,10089
418,20367,14055,10095
419,20367,14055,10110
420,20367,14055,3424
421,20367,14055,3506
422,20367,14055,13359
423,20367,14055,13418
424,20367,14055,13673
425,20367,14055,13675
426,20367,14055,13676
427,20367,14055,13677
428,20367,14055,13686
429,16958,11699,9138
430,16958,11699,9283
431,17229,11894,9022
432,17229,11894,9221
433,17229,11894,9240
434,17229,11894,9257
435,17229,11894,9291
436,17229,11894,9514
437,18000,12492,3506
438,18285,12680,3406
439,18285,12680,14765
440,18285,12680,12669
441,18485,12794,3506
442,18485,12794,4407
443,18485,12794,4409
444,18485,12794,4414
445,18485,12794,12669
446,18485,12794,5696
447,18485,12794,5712
448,18490,12795,12669
449,19141,13271,9101
450,19210,13319,8941
451,19210,13319,9257
452,19210,13319,9430
453,19210,13319,9528
454,19754,13661,3506
455,19883,13725,3506
456,19918,13745,13691
457,16808,11610,3406
458,16954,11695,9245
459,16954,11695,9257
460,16954,11695,9293
461,16954,11695,3393
462,16954,11695,3406
463,16954,11695,3509
464,16954,11695,4407
465,16954,11695,4414
466,18234,12661,12612
467,18429,12765,3506
468,18429,12765,4407
469,18429,12765,4409
470,18429,12765,4414
471,18429,12765,5710
472,18429,12765,5712
473,19145,13275,9101
474,19852,13709,3406
475,19900,13734,3506
476,19900,13734,13691
477,18026,12507,12612
478,18330,12695,12669
479,18496,12796,3506
480,18496,12796,12669
481,18496,12796,12685
482,19174,13304,9293
483,17122,11827,9022
484,17122,11827,9101
485,17122,11827,9293
486,20375,14063,5131
487,20375,14063,5136
488,20375,14063,5154
489,18501,12797,3506
490,18501,12797,12669
491,20384,14072,3406
492,20384,14072,5136
493,20384,14072,5143
494,20384,14072,5153
495,20384,14072,5166
496,20385,14073,10109
497,20385,14073,10110
498,20385,14073,3406
499,20385,14073,3424
500,20385,14073,3460
501,20385,14073,3509
502,20385,14073,4414
503,20385,14073,4471
504,20385,14073,4504
505,20385,14073,4505
506,20385,14073,5136
507,20385,14073,5154
508,20385,14073,13325
509,20385,14073,13400
510,20385,14073,13421
511,20385,14073,13425
512,20385,14073,13676
513,20385,14073,13686
514,16952,11693,4407
515,16952,11693,4442
516,17286,11933,3260
517,19874,13720,3506
518,19874,13720,13691
519,20377,14065,5136
520,19169,13299,9293
521,19125,13259,9022
522,19125,13259,9257
523,17077,11803,11832
524,19724,13632,3506
525,17311,11943,9245
526,17311,11943,10201
527,18244,12667,3506
528,4313,3111,5149
529,4317,3115,5149
530,4318,3116,5141
531,4318,3116,5149
532,4454,3221,5136
533,4454,3221,5143
534,4889,3568,3506
535,4914,3585,3506
536,4993,3634,3506
537,4996,3636,3506
538,5303,3850,3506
539,5307,3853,3506
540,5477,3982,3163
541,5488,3990,3640
542,5506,3997,3640
543,5707,4137,3698
544,5707,4137,3737
545,5707,4137,3847
546,5707,4137,3860
547,5912,4274,4271
548,5912,4274,4278
549,5915,4275,4271
550,5915,4275,4278
551,6448,4658,2372
552,6450,4660,2370
553,6558,4756,4771
554,6564,4759,4760
555,7074,5123,3406
556,7477,5397,3506
557,7480,5400,3506
558,7534,5441,13325
559,7534,5441,13400
560,7553,5459,947
561,7553,5459,963
562,7553,5459,5545
563,7553,5459,5550
564,7574,5480,947
565,7574,5480,963
566,7574,5480,5545
567,7574,5480,5550
568,7575,5481,947
569,7575,5481,7836
570,7575,5481,7846
571,7575,5481,7847
572,7575,5481,7862
573,7575,5481,9234
574,7575,5481,2708
575,7575,5481,2714
576,7575,5481,5550
577,7575,5481,6336
578,7614,5500,3406
579,7614,5500,5136
580,7614,5500,5143
581,7653,5524,5532
582,7688,5554,963
583,7704,5568,3406
584,7762,5612,3406
585,7763,5613,3406
586,7982,5754,5136
587,7982,5754,5143
588,7982,5754,5166
589,8008,5779,5136
590,8010,5781,5746
591,8263,5993,3406
592,8263,5993,3460
593,4316,3114,5149
594,4343,3139,3506
595,4729,3440,5138
596,4729,3440,5151
597,4729,3440,5158
598,4729,3440,5160
599,4729,3440,5161
600,4729,3440,5163
601,6246,4479,4493
602,6556,4754,4760
603,7064,5117,3406
604,7599,5492,5520
605,7706,5570,3406
606,8162,5909,5543
607,8236,5972,3506
608,8259,5990,13333
609,8259,5990,13421
610,5547,4030,3506
611,5886,4259,4271
612,5886,4259,4278
613,7242,5237,5259
614,5800,4206,3163
615,6274,4505,3506
616,7259,5251,5259
617,7950,5724,5746
618,8108,5862,947
619,8108,5862,5542
620,8108,5862,5545
621,8108,5862,5555
622,5302,3849,3724
623,5306,3852,3506
624,6445,4656,2368
625,6445,4656,2390
626,8235,5971,13362
627,8235,5971,13421
628,5724,4154,3698
629,5724,4154,3737
630,12411,8929,9038
631,12427,8937,9038
632,12430,8938,9038
633,12461,8950,9038
634,12515,8967,9038
635,12518,8968,9038
636,12553,8987,9038
637,12562,8990,9038
638,12567,8992,9038
639,12588,8998,9038
640,12588,8998,3506
641,12599,9001,9038
642,12611,9006,9038
643,12611,9006,3406
644,12613,9007,9038
645,12618,9009,9038
646,12669,9024,9038
647,12673,9026,9038
648,12680,9028,9038
649,12684,9030,9038
650,12795,9042,9038
651,12801,9044,9038
652,13386,9336,3406
653,13386,9336,5143
654,13718,9489,3506
655,13818,9523,9038
656,13923,9602,3406
657,13923,9602,9615
658,13923,9602,4424
659,13923,9602,9784
660,13927,9604,3406
661,13927,9604,9623
662,13927,9604,9625
663,13927,9604,9651
664,13959,9629,9192
665,14113,9706,9022
666,14113,9706,9101
667,14113,9706,9257
668,14113,9706,9293
669,14113,9706,13379
670,14136,9712,9022
671,14136,9712,9257
672,14136,9712,9101
673,14210,9748,9022
674,14210,9748,9257
675,14210,9748,9293
676,14264,9773,9806
677,16178,11129,11121
678,16178,11129,11124
679,16178,11129,11131
680,16178,11129,11133
681,16178,11129,11134
682,16178,11129,11148
683,16178,11129,11150
684,16178,11129,11151
685,16266,11201,11263
686,12544,8983,9038
687,12571,8995,9038
688,12616,9008,9038
689,12636,9015,9038
690,12843,9056,9038
691,12847,9058,9038
692,13755,9498,9038
693,13925,9603,3406
694,13925,9603,9651
695,13956,9628,9651
696,13956,9628,4424
697,13991,9650,3406
698,14028,9669,3506
699,14141,9715,9022
700,14141,9715,9101
701,14141,9715,9257
702,14141,9715,9293
703,14876,10235,10219
704,16256,11193,13106
705,16256,11193,13140
706,16256,11193,13177
707,16256,11193,13179
708,16256,11193,13180
709,16256,11193,13181
710,12575,8996,9038
711,12689,9031,9038
712,13815,9522,9038
713,13933,9607,3406
714,13933,9607,3506
715,13933,9607,13657
716,15530,10633,3424
717,15530,10633,3509
718,12546,8984,9038
719,12671,9025,9038
720,12824,9051,9038
721,12875,9066,9038
722,13853,9543,3406
723,13853,9543,3506
724,14097,9701,9022
725,14097,9701,9101
726,14097,9701,9257
727,14097,9701,9293
728,14097,9701,13379
729,14133,9711,9022
730,14133,9711,9101
731,14133,9711,9257
732,14133,9711,9293
733,14763,10130,3506
734,12834,9054,9038
735,13385,9335,5166
736,13385,9335,3406
737,15534,10637,13379
738,15534,10637,13400
739,12380,8902,8904
740,12380,8902,9022
741,12380,8902,9101
742,12380,8902,9245
743,20658,14245,14250
744,20664,14251,14250
745,20678,14263,14250
746,20678,14263,14274
747,20681,14266,14250
748,20687,14269,13321
749,20687,14269,13379
750,20687,14269,14264
751,20694,14273,14250
752,20697,14276,13379
753,20697,14276,13400
754,20768,14339,7975
755,21149,14650,14648
756,21296,14763,10981
757,21308,14775,14772
758,21308,14775,14779
759,21311,14778,14772
760,20665,14252,14250
761,20671,14258,14250
762,20677,14262,14264
763,20688,14270,14250
764,20734,14313,13379
765,21234,14717,4414
766,21316,14783,14772
767,20667,14254,14250
768,20668,14255,14250
769,20679,14264,14250
770,20682,14267,14250
771,20731,14310,13379
772,21229,14713,4407
773,21229,14713,4409
774,21229,14713,4414
775,20693,14272,14250
776,20787,14347,7975
777,20782,14345,9293
778,20666,14253,14250
779,21222,14709,9022
780,21222,14709,9023
781,21222,14709,9038
782,21222,14709,9430
783,20651,14240,14250
784,21303,14770,14772
785,21303,14770,14780
786,4305,3105,5149
787,4308,3107,5149
788,4319,3117,3406
789,4319,3117,5149
790,4323,3121,3406
791,4363,3153,3422
792,4363,3153,3424
793,4363,3153,3436
794,4363,3153,3473
795,4363,3153,3491
796,4363,3153,3509
797,4363,3153,3542
798,4399,3179,2189
799,4453,3220,2152
800,4648,3381,2189
801,5210,3807,3506
802,5704,4135,3737
803,5704,4135,3847
804,5704,4135,3860
805,5717,4147,3737
806,5723,4153,3698
807,5723,4153,3737
808,6134,4406,1001
809,6134,4406,3406
810,6137,4408,4438
811,6241,4474,4493
812,6242,4475,4493
813,6245,4478,4493
814,6444,4655,13379
815,6447,4657,9022
816,6447,4657,9245
817,6447,4657,9283
818,6447,4657,9430
819,6447,4657,10201
820,6447,4657,9257
821,6477,4683,13379
822,6477,4683,13400
823,6841,4949,3406
824,7334,5314,3506
825,7478,5398,3506
826,4660,3390,3506
827,5304,3851,3724
828,5742,4160,3737
829,6743,4905,3406
830,6754,4908,3406
831,4439,3211,3189
832,6196,4441,3406
833,6196,4441,4408
834,6196,4441,4438
835,7530,5437,947
836,7530,5437,963
837,7530,5437,5550
838,7711,5575,3406
839,5715,4145,3737
840,6443,4654,13379
841,6443,4654,13400
842,7684,5550,963
843,7684,5550,13082
844,5701,4132,3506
845,5710,4140,3656
846,4880,3559,3506
847,12287,8833,9060
848,12287,8833,9138
849,12287,8833,9155
850,12287,8833,9245
851,12287,8833,9257
852,12287,8833,9283
853,12287,8833,9291
854,12287,8833,9293
855,12287,8833,5699
856,12287,8833,5701
857,12287,8833,5703
858,12287,8833,5704
859,12354,8884,8835
860,12354,8884,8842
861,12354,8884,8864
862,12457,8948,3506
863,12548,8985,9038
864,12586,8997,9038
865,12594,8999,9038
866,12604,9003,9038
867,12606,9004,9038
868,12606,9004,3406
869,12627,9012,9038
870,12693,9033,9038
871,12786,9039,9038
872,12790,9041,9038
873,12813,9048,9038
874,12825,9052,9038
875,12849,9059,9038
876,12853,9060,9038
877,12853,9060,13089
878,12863,9062,9038
879,12864,9063,9038
880,13319,9308,5131
881,13489,9394,9038
882,13929,9605,9623
883,13931,9606,9191
884,13931,9606,3406
885,13931,9606,9620
886,13931,9606,9615
887,13931,9606,9651
888,13942,9615,4409
889,14085,9696,9022
890,14085,9696,9293
891,14144,9717,9022
892,14144,9717,9101
893,14144,9717,9257
894,14144,9717,9293
895,14185,9741,9022
896,14185,9741,9101
897,14185,9741,9257
898,14185,9741,9293
899,14215,9749,9257
900,14263,9772,3406
901,14746,10121,3506
902,14858,10222,9257
903,14858,10222,10251
904,15463,10577,13400
905,15535,10638,3424
906,16154,11107,11108
907,16154,11107,11109
908,16154,11107,11111
909,16154,11107,11115
910,16154,11107,11119
911,16210,11159,11104
912,16210,11159,11110
913,16210,11159,11115
914,16210,11159,11118
915,16210,11159,11119
916,16210,11159,11163
917,16210,11159,11171
918,16210,11159,11172
919,16210,11159,11165
920,16299,11233,3406
921,16299,11233,3509
922,12268,8824,9138
923,12268,8824,9155
924,12268,8824,9283
925,12268,8824,9291
926,12268,8824,9293
927,12552,8986,9038
928,12811,9047,9038
929,12840,9055,9038
930,13681,9472,9038
931,13785,9514,9038
932,13917,9599,3506
933,14010,9655,3506
934,14010,9655,13657
935,15461,10575,3424
936,15461,10575,3509
937,16158,11110,11115
938,16158,11110,11118
939,16158,11110,11119
940,16243,11183,11263
941,12356,8885,8835
942,12356,8885,8842
943,12356,8885,8864
944,12356,8885,8882
945,12356,8885,8886
946,12867,9064,9038
947,13405,9345,9038
948,13920,9601,3406
949,13920,9601,4424
950,12632,9014,9038
951,12803,9045,9038
952,12808,9046,9038
953,14122,9707,13337
954,12663,9022,9038
955,13502,9397,9038
956,14243,9759,9022
957,14243,9759,9101
958,14243,9759,9257
959,14243,9759,9293
960,20648,14237,13379
961,20652,14241,14250
962,20652,14241,14274
963,20656,14244,14250
964,20669,14256,14250
965,20673,14260,14250
966,20700,14279,13379
967,20739,14318,13379
968,20776,14343,3406
969,21293,14760,9022
970,21293,14760,9038
971,21293,14760,9101
972,21293,14760,9102
973,21299,14766,14772
974,21301,14768,14772
975,21301,14768,14778
976,21306,14773,14772
977,21314,14781,14772
978,21315,14782,14768
979,21315,14782,14772
980,21315,14782,14779
981,20641,14230,13379
982,20650,14239,13379
983,20655,14243,3506
984,20659,14246,14250
985,20670,14257,14250
986,20672,14259,14250
987,20699,14278,13379
988,20726,14305,13379
989,20774,14342,3406
990,20808,14358,7975
991,21302,14769,14772
992,21307,14774,14772
993,21307,14774,14778
994,20785,14346,3406
995,20683,14268,14250
996,20639,14228,13379
997,21304,14771,14772
998,21304,14771,14783
999,20647,14236,13379
1000,20692,14271,14250
1001,21309,14776,14772
1002,21313,14780,14772
1003,20674,14261,14250
1004,20861,14383,7975
1005,21233,14716,3406
1006,21225,14711,10981
1007,21317,14784,14783
1008,20698,14277,13379
1009,152,90,35
1010,156,94,35
1011,162,100,35
1012,164,102,35
1013,166,104,35
1014,167,105,35
1015,170,108,35
1016,171,109,35
1017,551,337,3406
1018,654,427,3406
1019,654,427,3454
1020,654,427,3399
1021,685,458,8967
1022,685,458,9009
1023,685,458,9038
1024,685,458,9058
1025,685,458,9110
1026,685,458,9134
1027,685,458,9150
1028,685,458,9155
1029,685,458,9191
1030,685,458,9200
1031,685,458,9245
1032,685,458,9257
1033,685,458,9300
1034,685,458,9527
1035,685,458,3506
1036,685,458,9211
1037,685,458,9194
1038,687,459,9210
1039,687,459,437
1040,688,460,9210
1041,688,460,424
1042,688,460,429
1043,688,460,437
1044,688,460,463
1045,690,462,9032
1046,690,462,9038
1047,690,462,9134
1048,690,462,9155
1049,690,462,9194
1050,690,462,9200
1051,690,462,9201
1052,690,462,9210
1053,690,462,9211
1054,690,462,9245
1055,690,462,9300
1056,690,462,9414
1057,690,462,9427
1058,690,462,9496
1059,690,462,9514
1060,690,462,9525
1061,690,462,3506
1062,690,462,435
1063,690,462,9527
1064,880,617,3506
1065,882,618,3506
1066,1089,757,3506
1067,1118,773,8061
1068,1118,773,8082
1069,1118,773,8089
1070,1118,773,8095
1071,1118,773,8087
1072,1170,819,837
1073,1178,824,7948
1074,1178,824,7965
1075,1178,824,7970
1076,1178,824,7975
1077,1178,824,7981
1078,1178,824,7991
1079,1206,847,837
1080,1206,847,13400
1081,1220,853,3506
1082,1447,1042,5131
1083,1447,1042,5148
1084,1480,1098,3406
1085,1480,1098,3460
1086,1835,1401,1410
1087,1850,1413,1401
1088,1850,1413,1405
1089,1850,1413,1410
1090,1880,1432,9281
1091,1882,1434,9857
1092,1884,1436,9556
1093,1885,1437,9281
1094,1976,1520,5143
1095,1976,1520,5153
1096,1983,1526,3406
1097,1983,1526,3506
1098,1983,1526,5143
1099,1995,1537,3506
1100,2377,1817,1847
1101,2379,1819,1848
1102,2408,1842,1807
1103,2482,1889,1857
1104,2645,1990,9293
1105,2645,1990,3406
1106,2645,1990,9245
1107,2866,2132,8967
1108,2866,2132,9038
1109,2866,2132,9257
1110,3032,2256,9245
1111,3032,2256,9257
1112,3032,2256,9355
1113,3032,2256,9356
1114,3032,2256,4414
1115,3053,2277,13379
1116,3586,2611,3406
1117,3640,2655,3406
1118,1879,1431,9556
1119,1879,1431,1436
1120,2466,1874,1875
1121,2481,1888,1852
1122,2640,1988,9022
1123,2640,1988,9245
1124,2640,1988,9257
1125,2640,1988,9293
1126,2640,1988,3406
1127,2877,2143,9101
1128,2877,2143,9513
1129,2918,2184,9114
1130,3021,2249,947
1131,3021,2249,2288
1132,3021,2249,9210
1133,3021,2249,9245
1134,3145,2334,9257
1135,3145,2334,9356
1136,3145,2334,4414
1137,814,560,3506
1138,2861,2128,9038
1139,3119,2320,9134
1140,3119,2320,9527
1141,3106,2314,925
1142,3106,2314,942
1143,3106,2314,9210
1144,3106,2314,9245
1145,3106,2314,9257
1146,3106,2314,13379
1147,3106,2314,9293
1148,8701,6429,3506
1149,8701,6429,6423
1150,8709,6434,6433
1151,8749,6468,6433
1152,8778,6493,13082
1153,8862,6545,3506
1154,8866,6548,3506
1155,9082,6734,3406
1156,9826,7153,3509
1157,10104,7339,2132
1158,10132,7356,7580
1159,10132,7356,11015
1160,10248,7442,13358
1161,10248,7442,13367
1162,10464,7595,13325
1163,10464,7595,13332
1164,10464,7595,13399
1165,10980,8042,3506
1166,11640,8466,8436
1167,11640,8466,8485
1168,11640,8466,2152
1169,11745,8514,8435
1170,11755,8519,8445
1171,11859,8550,3406
1172,11859,8550,7949
1173,11859,8550,3509
1174,12256,8814,13664
1175,12264,8822,9060
1176,12264,8822,9257
1177,12264,8822,9283
1178,12264,8822,3406
1179,12264,8822,4409
1180,12264,8822,4414
1181,12264,8822,5699
1182,12264,8822,5704
1183,12264,8822,9245
1184,12279,8830,9060
1185,12279,8830,9155
1186,12279,8830,9283
1187,12279,8830,9291
1188,12279,8830,9293
1189,12279,8830,4407
1190,12279,8830,4409
1191,12279,8830,4414
1192,12279,8830,5701
1193,12279,8830,5703
1194,12279,8830,5704
1195,12279,8830,5699
1196,12279,8830,9138
1197,8521,6187,7975
1198,9833,7158,10080
1199,10184,7395,7534
