action_id,service_id,name,reference_url,permission_only_flag,access_level
3857,103,glue:DeleteCatalog,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog.html,false,Write
3858,103,glue:DeleteClassifier,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-classifiers.html#aws-glue-api-crawler-classifiers-DeleteClassifier,false,Write
3859,103,glue:DeleteColumnStatisticsForPartition,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-partitions.html#aws-glue-api-catalog-partitions-DeleteColumnStatisticsForPartition,false,Write
3860,103,glue:DeleteColumnStatisticsForTable,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-DeleteColumnStatisticsForTable,false,Write
3861,103,glue:DeleteColumnStatisticsTaskSettings,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-column-statistics.html#aws-glue-api-crawler-column-statistics-DeleteColumnStatisticsTaskSettings,false,Write
3862,103,glue:DeleteConnection,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-connections.html#aws-glue-api-catalog-connections-DeleteConnection,false,Write
3863,103,glue:DeleteCrawler,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-crawling.html#aws-glue-api-crawler-crawling-DeleteCrawler,false,Write
3864,103,glue:DeleteCustomEntityType,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-sensitive-data-api.html#aws-glue-api-sensitive-data-api-DeleteCustomEntityType,false,Write
3865,103,glue:DeleteDataQualityRuleset,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-data-quality-api.html#aws-glue-api-data-quality-api-DeleteDataQualityRuleset,false,Write
3866,103,glue:DeleteDatabase,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-databases.html#aws-glue-api-catalog-databases-DeleteDatabase,false,Write
3867,103,glue:DeleteDevEndpoint,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-dev-endpoint.html#aws-glue-api-dev-endpoint-DeleteDevEndpoint,false,Write
3868,103,glue:DeleteIntegration,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-integrations.html#aws-glue-api-integrations-DeleteIntegration,false,Write
3869,103,glue:DeleteIntegrationTableProperties,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-integrations.html#aws-glue-api-integrations-DeleteIntegrationTableProperties,false,Write
3870,103,glue:DeleteJob,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-job.html#aws-glue-api-jobs-job-DeleteJob,false,Write
3871,103,glue:DeleteMLTransform,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-machine-learning-api.html#aws-glue-api-machine-learning-api-DeleteMLTransform,false,Write
3872,103,glue:DeletePartition,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-partitions.html#aws-glue-api-catalog-partitions-DeletePartition,false,Write
3873,103,glue:DeletePartitionIndex,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-DeletePartitionIndex,false,Write
3874,103,glue:DeleteRegistry,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-DeleteRegistry,false,Write
3875,103,glue:DeleteResourcePolicy,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-security.html#aws-glue-api-jobs-security-DeleteResourcePolicy,false,Permissions management
3876,103,glue:DeleteSchema,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-DeleteSchema,false,Write
3877,103,glue:DeleteSchemaVersions,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-DeleteSchemaVersions,false,Write
3878,103,glue:DeleteSecurityConfiguration,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-security.html#aws-glue-api-jobs-security-DeleteSecurityConfiguration,false,Write
3879,103,glue:DeleteSession,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-interactive-sessions.html#aws-glue-interactive-sessions-DeleteSession,false,Write
3880,103,glue:DeleteTable,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-DeleteTable,false,Write
3881,103,glue:DeleteTableOptimizer,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-table-optimizers.html#aws-glue-api-table-optimizers-DeleteTableOptimizer,false,Write
3882,103,glue:DeleteTableVersion,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-DeleteTableVersion,false,Write
3883,103,glue:DeleteTrigger,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-trigger.html#aws-glue-api-jobs-trigger-DeleteTrigger,false,Write
3884,103,glue:DeleteUsageProfile,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-usage-profiles.html#aws-glue-api-usage-profiles-DeleteUsageProfile,false,Write
3885,103,glue:DeleteUserDefinedFunction,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-functions.html#aws-glue-api-catalog-functions-DeleteUserDefinedFunction,false,Write
3886,103,glue:DeleteWorkflow,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-DeleteWorkflow,false,Write
3887,103,glue:DeregisterDataPreview,https://docs.aws.amazon.com/glue/latest/ug/notebook-getting-started.html#create-notebook-permissions-operations,false,Permissions management
3888,103,glue:DescribeConnectionType,https://docs.aws.amazon.com/glue/latest/dg/glue-connections.html#connection-type-permissions-operations,false,Permissions management
3889,103,glue:DescribeEntity,https://docs.aws.amazon.com/glue/latest/dg/glue-connections.html#connection-type-permissions-operations,false,Permissions management
3890,103,glue:DescribeInboundIntegrations,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-integrations.html#aws-glue-api-integrations-DescribeInboundIntegrations,false,List
3891,103,glue:DescribeIntegrations,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-integrations.html#aws-glue-api-integrations-DescribeIntegrations,false,List
3892,103,glue:GetBlueprint,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-GetBlueprint,false,Read
3893,103,glue:GetBlueprintRun,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-GetBlueprintRun,false,Read
3894,103,glue:GetBlueprintRuns,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-GetBlueprintRuns,false,Read
3895,103,glue:GetCatalog,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog.html,false,Read
3896,103,glue:GetCatalogImportStatus,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-migration.html#aws-glue-api-catalog-migration-GetCatalogImportStatus,false,Read
3897,103,glue:GetCatalogs,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog.html,false,Read
3898,103,glue:GetClassifier,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-classifiers.html#aws-glue-api-crawler-classifiers-GetClassifier,false,Read
3899,103,glue:GetClassifiers,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-classifiers.html#aws-glue-api-crawler-classifiers-GetClassifiers,false,Read
3900,103,glue:GetColumnStatisticsForPartition,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-partitions.html#aws-glue-api-catalog-partitions-GetColumnStatisticsForPartition,false,Read
3901,103,glue:GetColumnStatisticsForTable,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-GetColumnStatisticsForTable,false,Read
3902,103,glue:GetColumnStatisticsTaskRun,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-column-statistics.html#aws-glue-api-crawler-column-statistics-GetColumnStatisticsTaskRun,false,Read
3903,103,glue:GetColumnStatisticsTaskRuns,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-column-statistics.html#aws-glue-api-crawler-column-statistics-GetColumnStatisticsTaskRuns,false,Read
3904,103,glue:GetColumnStatisticsTaskSettings,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-column-statistics.html#aws-glue-api-crawler-column-statistics-GetColumnStatisticsTaskSettings,false,Read
3905,103,glue:GetCompletion,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api.html#,false,Read
3906,103,glue:GetConnection,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-connections.html#aws-glue-api-catalog-connections-GetConnection,false,Read
3907,103,glue:GetConnections,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-connections.html#aws-glue-api-catalog-connections-GetConnections,false,Read
3908,103,glue:GetCrawler,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-crawling.html#aws-glue-api-crawler-crawling-GetCrawler,false,Read
3909,103,glue:GetCrawlerMetrics,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-crawling.html#aws-glue-api-crawler-crawling-GetCrawlerMetrics,false,Read
3910,103,glue:GetCrawlers,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-crawling.html#aws-glue-api-crawler-crawling-GetCrawlers,false,Read
3911,103,glue:GetCustomEntityType,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-sensitive-data-api.html#aws-glue-api-sensitive-data-api-GetCustomEntityType,false,Read
3912,103,glue:GetDashboardUrl,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-interactive-sessions.html,false,Read
3913,103,glue:GetDataCatalogEncryptionSettings,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-security.html#aws-glue-api-jobs-security-GetDataCatalogEncryptionSettings,false,Read
3914,103,glue:GetDataPreviewStatement,https://docs.aws.amazon.com/glue/latest/ug/notebook-getting-started.html#create-notebook-permissions-operations,false,Permissions management
3915,103,glue:GetDataQualityModel,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-data-quality-api.html#aws-glue-api-data-quality-api-GetDataQualityModel,false,Read
3916,103,glue:GetDataQualityModelResult,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-data-quality-api.html#aws-glue-api-data-quality-api-GetDataQualityModelResult,false,Read
3917,103,glue:GetDataQualityResult,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-data-quality-api.html#aws-glue-api-data-quality-api-GetDataQualityResult,false,Read
3918,103,glue:GetDataQualityRuleRecommendationRun,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-data-quality-api.html#aws-glue-api-data-quality-api-GetDataQualityRuleRecommendationRun,false,Read
3919,103,glue:GetDataQualityRuleset,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-data-quality-api.html#aws-glue-api-data-quality-api-GetDataQualityRuleset,false,Read
3920,103,glue:GetDataQualityRulesetEvaluationRun,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-data-quality-api.html#aws-glue-api-data-quality-api-GetDataQualityRulesetEvaluationRun,false,Read
3921,103,glue:GetDatabase,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-databases.html#aws-glue-api-catalog-databases-GetDatabase,false,Read
3922,103,glue:GetDatabases,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-databases.html#aws-glue-api-catalog-databases-GetDatabases,false,Read
3923,103,glue:GetDataflowGraph,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-etl-script-generation.html#aws-glue-api-etl-script-generation-GetDataflowGraph,false,Read
3924,103,glue:GetDevEndpoint,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-dev-endpoint.html#aws-glue-api-dev-endpoint-GetDevEndpoint,false,Read
3925,103,glue:GetDevEndpoints,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-dev-endpoint.html#aws-glue-api-dev-endpoint-GetDevEndpoints,false,Read
3926,103,glue:GetEntityRecords,https://docs.aws.amazon.com/glue/latest/dg/glue-connections.html#connection-type-permissions-operations,false,Read
3927,103,glue:GetEnvironment,https://docs.aws.amazon.com/glue/latest/dg/monitor-spark-ui.html,false,Permissions management
3928,103,glue:GetExecutors,https://docs.aws.amazon.com/glue/latest/dg/monitor-spark-ui.html,false,Permissions management
3929,103,glue:GetExecutorsThreads,https://docs.aws.amazon.com/glue/latest/dg/monitor-spark-ui.html,false,Permissions management
3930,103,glue:GetGeneratedCode,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-etl-script-generation.html#aws-glue-api-etl-script-generation-GetGeneratedCode,false,Read
3931,103,glue:GetIntegrationResourceProperty,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-integrations.html#aws-glue-api-integrations-GetIntegrationResourceProperty,false,Read
3932,103,glue:GetIntegrationTableProperties,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-integrations.html#aws-glue-api-integrations-GetIntegrationTableProperties,false,Read
3933,103,glue:GetJob,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-job.html#aws-glue-api-jobs-job-GetJob,false,Read
3934,103,glue:GetJobBookmark,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-runs.html#aws-glue-api-jobs-job-GetJobBookmark,false,Read
3935,103,glue:GetJobRun,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-runs.html#aws-glue-api-jobs-runs-GetJobRun,false,Read
3936,103,glue:GetJobRuns,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-runs.html#aws-glue-api-jobs-runs-GetJobRuns,false,Read
3937,103,glue:GetJobUpgradeAnalysis,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-upgrade-analysis.html#aws-glue-api-upgrade-analysis-GetJobUpgradeAnalysis,false,Read
3938,103,glue:GetJobs,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-job.html#aws-glue-api-jobs-job-GetJobs,false,Read
3939,103,glue:GetLogParsingStatus,https://docs.aws.amazon.com/glue/latest/dg/monitor-spark-ui.html,false,Permissions management
3940,103,glue:GetMLTaskRun,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-machine-learning-api.html#aws-glue-api-machine-learning-api-GetMLTaskRun,false,Read
3941,103,glue:GetMLTaskRuns,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-machine-learning-api.html#aws-glue-api-machine-learning-api-GetMLTaskRuns,false,List
3942,103,glue:GetMLTransform,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-machine-learning-api.html#aws-glue-api-machine-learning-api-GetMLTransform,false,Read
3943,103,glue:GetMLTransforms,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-machine-learning-api.html#aws-glue-api-machine-learning-api-GetMLTransforms,false,List
3944,103,glue:GetMapping,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-etl-script-generation.html#aws-glue-api-etl-script-generation-GetMapping,false,Read
3945,103,glue:GetNotebookInstanceStatus,https://docs.aws.amazon.com/glue/latest/ug/notebook-getting-started.html#create-notebook-permissions-operations,false,Permissions management
3946,103,glue:GetPartition,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-partitions.html#aws-glue-api-catalog-partitions-GetPartition,false,Read
3947,103,glue:GetPartitionIndexes,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-GetPartitionIndexes,false,Read
3948,103,glue:GetPartitions,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-partitions.html#aws-glue-api-catalog-partitions-GetPartitions,false,Read
3949,103,glue:GetPlan,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-etl-script-generation.html#aws-glue-api-etl-script-generation-GetPlan,false,Read
3950,103,glue:GetQueries,https://docs.aws.amazon.com/glue/latest/dg/monitor-spark-ui.html,false,Permissions management
3951,103,glue:GetQuery,https://docs.aws.amazon.com/glue/latest/dg/monitor-spark-ui.html,false,Permissions management
3952,103,glue:GetRecipeAction,https://docs.aws.amazon.com/glue/latest/ug/setting-up.html#getting-started-min-privs,false,Permissions management
3953,103,glue:GetRegistry,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-GetRegistry,false,Read
3954,103,glue:GetResourcePolicies,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-security.html#aws-glue-api-jobs-security-GetResourcePolicies,false,Read
3955,103,glue:GetResourcePolicy,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-security.html#aws-glue-api-jobs-security-GetResourcePolicy,false,Read
3956,103,glue:GetSchema,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-GetSchema,false,Read
3957,103,glue:GetSchemaByDefinition,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-GetSchemaByDefinition,false,Read
3958,103,glue:GetSchemaVersion,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-GetSchemaVersion,false,Read
3959,103,glue:GetSchemaVersionsDiff,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-GetSchemaVersionsDiff,false,Read
3960,103,glue:GetSecurityConfiguration,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-security.html#aws-glue-api-jobs-security-GetSecurityConfiguration,false,Read
3961,103,glue:GetSecurityConfigurations,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-security.html#aws-glue-api-jobs-security-GetSecurityConfigurations,false,Read
3962,103,glue:GetSession,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-interactive-sessions.html#aws-glue-interactive-sessions-GetSession,false,Read
3963,103,glue:GetStage,https://docs.aws.amazon.com/glue/latest/dg/monitor-spark-ui.html,false,Permissions management
3964,103,glue:GetStageAttempt,https://docs.aws.amazon.com/glue/latest/dg/monitor-spark-ui.html,false,Permissions management
3965,103,glue:GetStageAttemptTaskList,https://docs.aws.amazon.com/glue/latest/dg/monitor-spark-ui.html,false,Permissions management
3966,103,glue:GetStageAttemptTaskSummary,https://docs.aws.amazon.com/glue/latest/dg/monitor-spark-ui.html,false,Permissions management
3967,103,glue:GetStageFiles,https://docs.aws.amazon.com/glue/latest/dg/monitor-spark-ui.html,false,Permissions management
3968,103,glue:GetStages,https://docs.aws.amazon.com/glue/latest/dg/monitor-spark-ui.html,false,Permissions management
3969,103,glue:GetStatement,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-interactive-sessions.html#aws-glue-interactive-sessions-GetStatement,false,Read
3970,103,glue:GetStorage,https://docs.aws.amazon.com/glue/latest/dg/monitor-spark-ui.html,false,Permissions management
3971,103,glue:GetStorageUnit,https://docs.aws.amazon.com/glue/latest/dg/monitor-spark-ui.html,false,Permissions management
3972,103,glue:GetTable,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-GetTable,false,Read
3973,103,glue:GetTableOptimizer,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-table-optimizers.html#aws-glue-api-table-optimizers-GetTableOptimizer,false,Read
3974,103,glue:GetTableVersion,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-GetTableVersion,false,Read
3975,103,glue:GetTableVersions,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-GetTableVersions,false,Read
3976,103,glue:GetTables,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-GetTables,false,Read
3977,103,glue:GetTags,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-tags.html#aws-glue-api-tags-UntagResource,false,Read
3978,103,glue:GetTrigger,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-trigger.html#aws-glue-api-jobs-trigger-GetTrigger,false,Read
3979,103,glue:GetTriggers,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-trigger.html#aws-glue-api-jobs-trigger-GetTriggers,false,Read
3980,103,glue:GetUsageProfile,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-usage-profiles.html#aws-glue-api-usage-profiles-GetUsageProfile,false,Read
3981,103,glue:GetUserDefinedFunction,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-functions.html#aws-glue-api-catalog-functions-GetUserDefinedFunction,false,Read
3982,103,glue:GetUserDefinedFunctions,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-functions.html#aws-glue-api-catalog-functions-GetUserDefinedFunctions,false,Read
3983,103,glue:GetWorkflow,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-GetWorkflow,false,Read
3984,103,glue:GetWorkflowRun,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-GetWorkflowRun,false,Read
3985,103,glue:GetWorkflowRunProperties,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-GetWorkflowRunProperties,false,Read
3986,103,glue:GetWorkflowRuns,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-GetWorkflowRuns,false,Read
3987,103,glue:GlueNotebookAuthorize,https://docs.aws.amazon.com/glue/latest/ug/notebook-getting-started.html#create-notebook-permissions-operations,false,Permissions management
3988,103,glue:GlueNotebookRefreshCredentials,https://docs.aws.amazon.com/glue/latest/ug/notebook-getting-started.html#create-notebook-permissions-operations,false,Permissions management
3989,103,glue:ImportCatalogToGlue,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-migration.html#aws-glue-api-catalog-migration-ImportCatalogToGlue,false,Write
3990,103,glue:ListBlueprints,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-ListBlueprints,false,List
3991,103,glue:ListColumnStatisticsTaskRuns,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-column-statistics.html#aws-glue-api-crawler-column-statistics-ListColumnStatisticsTaskRuns,false,Read
3992,103,glue:ListConnectionTypes,https://docs.aws.amazon.com/glue/latest/dg/glue-connections.html#connection-type-permissions-operations,false,Permissions management
3993,103,glue:ListCrawlers,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-crawling.html#aws-glue-api-crawler-crawling-ListCrawlers,false,List
3994,103,glue:ListCrawls,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-crawling.html#aws-glue-api-crawler-crawling-ListCrawls,false,List
3995,103,glue:ListCustomEntityTypes,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-sensitive-data-api.html#aws-glue-api-sensitive-data-api-ListGetCustomEntityTypes,false,List
3996,103,glue:ListDataQualityResults,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-data-quality-api.html#aws-glue-api-data-quality-api-ListDataQualityResults,false,List
3997,103,glue:ListDataQualityRuleRecommendationRuns,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-data-quality-api.html#aws-glue-api-data-quality-api-ListDataQualityRuleRecommendationRuns,false,List
3998,103,glue:ListDataQualityRulesetEvaluationRuns,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-data-quality-api.html#aws-glue-api-data-quality-api-ListDataQualityRulesetEvaluationRuns,false,List
3999,103,glue:ListDataQualityRulesets,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-data-quality-api.html#aws-glue-api-data-quality-api-ListDataQualityRulesets,false,List
4000,103,glue:ListDevEndpoints,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-dev-endpoint.html#aws-glue-api-dev-endpoint-ListDevEndpoints,false,List
4001,103,glue:ListEntities,https://docs.aws.amazon.com/glue/latest/dg/glue-connections.html#connection-type-permissions-operations,false,Permissions management
4002,103,glue:ListJobUpgradeAnalyses,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-upgrade-analysis.html#aws-glue-api-upgrade-analysis-ListJobUpgradeAnalyses,false,List
4003,103,glue:ListJobs,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-job.html#aws-glue-api-jobs-job-ListJobs,false,List
4004,103,glue:ListMLTransforms,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-machine-learning-api.html#aws-glue-api-machine-learning-api-ListMLTransforms,false,List
4005,103,glue:ListRegistries,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-ListRegistries,false,List
4006,103,glue:ListSchemaVersions,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-ListSchemaVersions,false,List
4007,103,glue:ListSchemas,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-ListSchemas,false,List
4008,103,glue:ListSessions,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-interactive-sessions.html#aws-glue-interactive-sessions-ListSessions,false,List
4009,103,glue:ListStatements,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-interactive-sessions.html#aws-glue-interactive-sessions-ListStatements,false,List
4010,103,glue:ListTableOptimizerRuns,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-table-optimizers.html#aws-glue-api-table-optimizers-ListTableOptimizerRuns,false,List
4011,103,glue:ListTriggers,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-trigger.html#aws-glue-api-jobs-trigger-ListTriggers,false,List
4012,103,glue:ListUsageProfiles,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-usage-profiles.html#aws-glue-api-usage-profiles-ListUsageProfiles,false,List
4013,103,glue:ListWorkflows,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-ListWorkflows,false,List
4014,103,glue:ModifyIntegration,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-integrations.html#aws-glue-api-integrations-ModifyIntegration,false,Write
4015,103,glue:NotifyEvent,https://docs.aws.amazon.com/glue/latest/dg/starting-workflow-eventbridge.html,false,Write
4016,103,glue:PassConnection,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-connections.html#aws-glue-api-catalog-connections-CreateConnection,true,Write
4017,103,glue:PublishDataQuality,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-data-quality-api.html,true,Write
4018,103,glue:PutDataCatalogEncryptionSettings,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-security.html#aws-glue-api-jobs-security-PutDataCatalogEncryptionSettings,false,Write
4019,103,glue:PutDataQualityProfileAnnotation,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-data-quality-api.html#aws-glue-api-data-quality-api-PutDataQualityProfileAnnotation,false,Write
4020,103,glue:PutDataQualityStatisticAnnotation,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-data-quality-api.html#aws-glue-api-data-quality-api-BatchPutDataQualityStatisticAnnotation,false,Write
4021,103,glue:PutResourcePolicy,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-security.html#aws-glue-api-jobs-security-PutResourcePolicy,false,Permissions management
4022,103,glue:PutSchemaVersionMetadata,https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-PutSchemaVersionMetadata,false,Write
