action_condition_key_id,action_resource_type_id,action_id,condition_key_id
1,2,1,292
2,172,100,1095
3,348,213,1095
4,348,213,938
5,391,245,1095
6,398,246,1095
7,614,349,1094
8,728,430,1095
9,865,560,1093
10,1281,877,1095
11,1366,930,1095
12,1405,944,1094
13,1436,965,1095
14,1568,1062,1095
15,1647,1116,1095
16,1649,1118,1093
17,1649,1118,462
18,1649,1118,465
19,1660,1126,1095
20,1738,1176,1094
21,1906,1276,1095
22,1923,1285,1093
23,1927,1287,1093
24,1938,1296,1093
25,1994,1322,1093
26,2044,1355,1156
27,2044,1355,1160
28,2047,1357,1155
29,2047,1357,1157
30,2047,1357,1095
31,2208,1478,1093
32,2286,1596,1093
33,2310,1658,1093
34,2310,1658,1313
35,2310,1658,1312
36,2481,1801,1093
37,2497,1815,1376
38,2513,1826,1382
39,2551,1852,1093
40,2585,1883,1093
41,2600,1894,1095
42,2676,1958,1095
43,2740,2001,1093
44,2800,2055,1095
45,2890,2132,1095
46,2907,2146,1093
47,3026,2238,1094
48,3070,2269,1094
49,3179,2345,1093
50,3243,2383,1095
51,3246,2386,1095
52,3247,2387,1095
53,3347,2451,44
54,3349,2453,1094
55,3355,2457,44
56,3358,2459,44
57,3359,2460,44
58,3477,2543,1094
59,3599,2635,31
60,3712,2703,1094
61,3765,2745,1093
62,3922,2846,1093
63,4035,2920,1095
64,4096,2980,1095
65,4163,3022,1095
66,4165,3023,947
67,4225,3062,947
68,4242,3070,1095
69,4245,3072,1093
70,4246,3073,1093
71,4247,3074,1093
72,4491,3219,1094
73,4491,3219,1071
74,4522,3230,1094
75,4522,3230,1071
76,4584,3269,1095
77,4611,3288,1095
78,4617,3290,1095
79,4734,3370,1094
80,4783,3404,1093
81,4791,3407,1095
82,5019,3545,1093
83,5094,3578,1093
84,5207,3665,1095
85,5391,3789,1094
86,5453,3836,1094
87,5465,3844,1226
88,5653,4001,1095
89,5676,4014,1240
90,5727,4040,1093
91,5842,4084,1240
92,5893,4109,1240
93,6353,4359,1093
94,6356,4362,1093
95,6539,4507,1095
96,6690,4604,1093
97,6758,4651,601
98,6762,4653,601
99,6783,4668,601
100,6819,4693,602
101,6836,4706,602
102,6840,4708,602
103,6880,4733,602
104,6917,4758,602
105,7075,4900,138
106,7179,4956,129
107,7311,5066,128
108,7337,5084,1093
109,7455,5171,1093
110,7470,5184,1094
111,7475,5188,1095
112,7498,5200,322
113,7513,5212,1093
114,7546,5225,1095
115,7550,5227,1095
116,7936,5491,1093
117,7970,5514,1093
118,8064,5586,1095
119,8064,5586,332
120,8139,5632,1095
121,8318,5758,1093
122,8615,5961,1095
123,8617,5962,1093
124,8706,6009,1095
125,8711,6011,1095
126,8819,6091,1093
127,8883,6116,757
128,8896,6124,509
129,8904,6128,694
130,8904,6128,696
131,8904,6128,679
132,8904,6128,685
133,8904,6128,693
134,8904,6128,710
135,8904,6128,736
136,8904,6128,740
137,8904,6128,745
138,8904,6128,716
139,8904,6128,718
140,8904,6128,722
141,8904,6128,726
142,8904,6128,735
143,8904,6128,757
144,8908,6130,531
145,8910,6131,509
146,8910,6131,532
147,8910,6131,533
148,8919,6136,509
149,8946,6151,509
150,8946,6151,532
151,8946,6151,533
152,8950,6153,509
153,8963,6160,509
154,8971,6164,509
155,9041,6232,1093
156,9134,6303,1095
157,9154,6315,1093
158,9164,6325,1094
159,9200,6360,1093
160,9266,6409,1095
161,9335,6456,1095
162,9339,6459,1095
163,9372,6484,1093
164,9422,6529,1091
165,9446,6553,1091
166,9472,6575,1152
167,9474,6576,1093
168,9490,6582,1093
169,9492,6583,1093
170,9539,6627,1095
171,9540,6628,1095
172,9569,6644,1094
173,9627,6697,1095
174,9661,6727,1095
175,9861,6850,1095
176,9908,6877,1093
177,10166,7070,1093
178,10252,7119,819
179,10271,7128,1095
180,10309,7161,1093
181,10377,7212,1094
182,10381,7213,1094
183,10430,7239,1093
184,10431,7240,1095
185,10472,7262,826
186,10476,7264,826
187,10486,7270,826
188,10549,7312,1094
189,10549,7312,826
190,10556,7316,826
191,10578,7321,1094
192,10578,7321,826
193,10677,7375,1095
194,10710,7399,1095
195,10736,7417,1095
196,10775,7452,1093
197,10783,7456,1093
198,10836,7497,1093
199,10851,7505,1093
200,11010,7603,1093
201,11039,7620,1095
202,11106,7657,879
203,11126,7671,1095
204,11129,7673,1094
205,11134,7675,1094
206,11137,7678,1093
207,11192,7730,1094
208,11267,7777,1093
209,11271,7780,1094
210,11300,7797,875
211,11315,7806,1093
212,11321,7808,867
213,11321,7808,871
214,11356,7841,1043
215,93,62,1095
216,11403,7882,1093
217,11499,7940,1093
218,11503,7942,1093
219,11666,8060,1095
220,11671,8063,1094
221,11709,8085,552
222,11709,8085,456
223,11709,8085,553
224,11713,8087,527
225,11713,8087,520
226,11713,8087,459
227,11715,8088,527
228,11715,8088,520
229,11717,8089,1094
230,11717,8089,528
231,11725,8093,527
232,11725,8093,520
233,11858,8208,1095
234,11892,8241,1095
235,11993,8322,1095
236,12009,8332,427
237,12009,8332,425
238,12009,8332,442
239,12009,8332,1095
240,12009,8332,742
241,12009,8332,715
242,12011,8333,1409
243,12011,8333,1093
244,12030,8346,1095
245,12030,8346,742
246,12182,8457,558
247,12305,8561,1095
248,12512,8724,605
249,12514,8725,605
250,12529,8734,1093
251,12566,8752,1095
252,12775,8935,1095
253,12781,8943,1095
254,12837,9023,1094
255,12868,9066,1093
256,12870,9068,1093
257,12871,9069,1094
258,12883,9081,595
259,12895,9099,1093
260,13026,9203,1095
261,13097,9253,1094
262,13276,9372,1094
263,13387,9473,1095
264,13393,9478,1094
265,13403,9486,966
266,13519,9582,1095
267,13657,9681,1094
268,13692,9699,994
269,13761,9730,1094
270,13795,9749,1094
271,13799,9751,1094
272,13827,9766,1093
273,14008,9907,1093
274,14014,9910,1093
275,14063,9939,1093
276,14072,9947,1095
277,14349,10080,546
278,14350,10080,1094
279,14350,10080,546
280,14433,10101,1095
281,14458,10109,701
282,14466,10114,1093
283,14485,10131,1095
284,14530,10167,1095
285,14554,10181,1094
286,14638,10222,1094
287,14641,10224,1093
288,14647,10228,1094
289,14692,10261,1094
290,14716,10277,1094
291,14795,10311,1095
292,210,127,1095
293,14943,10427,1093
294,348,213,942
295,14948,10430,1095
296,350,214,1093
297,418,259,1093
298,425,264,1093
299,457,279,1094
300,515,299,1094
301,535,309,1093
302,577,328,1095
303,601,339,1095
304,716,421,937
305,777,475,1095
306,864,559,1093
307,1065,715,1093
308,1092,731,1093
309,1094,732,1093
310,14950,10432,1095
311,14954,10435,1093
312,14956,10436,1095
313,14957,10437,1095
314,15007,10460,1093
315,15124,10557,1095
316,15328,10639,1095
317,15387,10673,1095
318,15431,10707,1128
319,15479,10743,1128
320,15723,10874,1094
321,15740,10884,1094
322,15742,10884,1141
323,15750,10889,1094
324,15759,10894,1094
325,15761,10896,1094
326,15765,10900,1094
327,15774,10905,1093
328,15881,10976,1093
329,15883,10977,1095
330,15899,10992,1095
331,16360,11325,1095
332,16527,11464,1095
333,16623,11577,1095
334,16687,11618,1095
335,16727,11656,1095
336,16728,11657,1093
337,16758,11682,1093
338,17012,11864,1093
339,17014,11865,818
340,17120,11929,1095
341,17242,12011,1095
342,17257,12019,1094
343,17265,12023,1095
344,17268,12024,1094
345,17459,12205,1093
346,17461,12206,1416
347,17469,12209,1416
348,17508,12239,1095
349,17653,12315,1094
350,17674,12324,4
351,17690,12328,1094
352,17704,12335,4
353,17709,12337,9
354,17725,12343,1095
355,17763,12360,1095
356,17800,12372,1095
357,17903,12421,4
358,1107,739,1093
359,17974,12455,1094
360,17996,12463,4
361,18000,12465,1094
362,18014,12470,1094
363,18054,12488,4
364,18066,12494,14
365,18078,12500,4
366,18089,12505,4
367,18121,12523,4
368,18225,12562,4
369,18295,12594,1094
370,18295,12594,1423
371,18320,12604,1423
372,18390,12615,1094
373,18390,12615,3
374,18404,12622,4
375,1215,831,1093
376,18420,12630,4
377,1314,900,1093
378,18431,12634,1094
379,1417,951,1094
380,18434,12635,1094
381,18438,12637,1094
382,18444,12640,4
383,18457,12644,4
384,18471,12650,4
385,18484,12656,4
386,18494,12661,4
387,18503,12664,4
388,18507,12666,4
389,18537,12678,14
390,19308,13256,1093
391,19333,13269,1095
392,19371,13302,60
393,19391,13316,57
394,19391,13316,64
395,19463,13370,1093
396,19463,13370,76
397,19490,13382,268
398,19492,13382,255
399,1455,976,1094
400,19499,13386,99
401,1472,987,1093
402,1496,1010,1094
403,1498,1011,1094
404,1519,1026,1095
405,1607,1092,1094
406,1609,1093,1094
407,1622,1100,1094
408,1649,1118,466
409,1649,1118,464
410,1657,1123,1094
411,1685,1144,1094
412,1724,1168,1095
413,1738,1176,1093
414,19499,13386,167
415,1872,1258,1093
416,19499,13386,181
417,1891,1268,1093
418,1892,1269,1093
419,1914,1280,1093
420,1945,1299,1094
421,1955,1307,1095
422,2002,1327,566
423,2042,1353,566
424,2044,1355,1155
425,2044,1355,1157
426,2044,1355,1095
427,2091,1391,1095
428,2091,1391,1182
429,2201,1474,1180
430,2201,1474,1093
431,2310,1658,1311
432,2528,1833,1380
433,2644,1931,1095
434,2648,1932,1095
435,2707,1982,1395
436,2712,1986,1398
437,19499,13386,214
438,2749,2006,1095
439,19499,13386,216
440,19499,13386,237
441,19539,13399,266
442,19554,13405,197
443,19554,13405,268
444,19560,13407,84
445,19560,13407,85
446,19560,13407,91
447,19560,13407,168
448,19560,13407,182
449,19560,13407,213
450,19560,13407,217
451,19567,13409,99
452,19567,13409,167
453,19567,13409,181
454,19567,13409,214
455,2836,2088,1419
456,19567,13409,216
457,2838,2089,1419
458,2888,2131,1095
459,2944,2167,1095
460,3019,2233,1093
461,3046,2252,1094
462,3100,2287,1094
463,3137,2319,1095
464,3195,2351,1095
465,3207,2359,16
466,3207,2359,17
467,3207,2359,18
468,3249,2389,1095
469,3253,2391,1093
470,3347,2451,1095
471,3349,2453,1093
472,3355,2457,1095
473,3358,2459,1095
474,19567,13409,237
475,3359,2460,1095
476,19568,13409,277
477,19575,13412,1094
478,19575,13412,164
479,19575,13412,170
480,19575,13412,249
481,19575,13412,251
482,19596,13422,1094
483,19596,13422,249
484,19599,13423,1094
485,19599,13423,249
486,19609,13428,1094
487,19609,13428,249
488,19616,13431,1095
489,19619,13433,1095
490,19619,13433,272
491,19619,13433,273
492,19629,13438,1093
493,3477,2543,1093
494,3619,2649,31
495,3693,2689,1095
496,3765,2745,1094
497,3769,2746,1094
498,3770,2746,1095
499,3925,2847,1093
500,4010,2900,1093
501,4026,2911,1093
502,19664,13450,84
503,4036,2921,1095
504,19664,13450,85
505,19665,13450,110
506,19666,13451,1093
507,19667,13451,1094
508,19667,13451,249
509,19668,13451,277
510,19682,13454,1094
511,19682,13454,111
512,19682,13454,249
513,19682,13454,251
514,19690,13457,165
515,19690,13457,268
516,19696,13460,1093
517,4114,2998,52
518,19715,13466,1093
519,4120,3001,52
520,4159,3020,949
521,4165,3023,944
522,4165,3023,945
523,4165,3023,1093
524,4169,3025,1093
525,4172,3028,949
526,4173,3029,949
527,4183,3036,949
528,4192,3042,949
529,4225,3062,944
530,4225,3062,945
531,4241,3069,1095
532,19725,13471,1094
533,19725,13471,249
534,19750,13478,1094
535,19750,13478,164
536,4322,3131,1095
537,19750,13478,170
538,19750,13478,249
539,19750,13478,251
540,19759,13480,98
541,19760,13481,1095
542,19770,13484,84
543,4324,3132,1095
544,4326,3134,1093
545,19777,13485,1093
546,4340,3140,1093
547,19777,13485,219
548,19781,13486,81
549,19781,13486,82
550,19781,13486,219
551,19781,13486,265
552,19789,13490,99
553,19789,13490,167
554,19789,13490,181
555,19789,13490,214
556,19789,13490,216
557,19789,13490,237
558,19794,13490,1094
559,19794,13490,111
560,4468,3199,1094
561,19794,13490,249
562,4468,3199,1071
563,19794,13490,251
564,4583,3268,1093
565,4598,3281,1095
566,4624,3295,1093
567,4734,3370,1093
568,4788,3406,1095
569,4798,3410,1095
570,5359,3762,1095
571,5446,3831,1095
572,19797,13492,1093
573,19797,13492,110
574,19805,13495,277
575,5461,3842,1226
576,19840,13507,1094
577,5606,3959,1095
578,19840,13507,249
579,5745,4047,1093
580,19841,13507,1093
581,19845,13507,1094
582,19845,13507,249
583,19848,13507,1095
584,19856,13507,1094
585,19856,13507,249
586,19863,13507,1093
587,19872,13507,1095
588,19875,13507,1093
589,19877,13507,1093
590,19879,13507,1094
591,19879,13507,249
592,19883,13507,1093
593,19893,13507,1093
594,19899,13507,1093
595,19903,13507,1094
596,19903,13507,249
597,19907,13507,1095
598,19910,13507,1095
599,5818,4075,1239
600,19910,13507,268
601,5837,4083,1240
602,5855,4091,1240
603,5915,4119,1240
604,5938,4134,1239
605,5974,4159,1240
606,6123,4242,1095
607,6249,4293,1239
608,6463,4437,1095
609,6534,4502,1093
610,6651,4585,1093
611,6717,4627,1095
612,6729,4637,602
613,6733,4638,602
614,19916,13507,1094
615,6739,4640,601
616,6747,4646,1095
617,6760,4652,601
618,6781,4667,602
619,6787,4671,602
620,6798,4679,602
621,6833,4704,602
622,6838,4707,601
623,6841,4708,601
624,6853,4718,602
625,19916,13507,249
626,7060,4895,151
627,7171,4952,1093
628,7179,4956,1095
629,7349,5090,1095
630,7351,5091,1093
631,19922,13507,1095
632,7439,5158,1095
633,19934,13507,1095
634,7477,5189,1094
635,7518,5215,1095
636,7522,5217,1093
637,7531,5221,1095
638,7542,5223,1095
639,7559,5232,1095
640,7562,5234,1095
641,7570,5237,1095
642,7573,5239,1093
643,7576,5240,1095
644,7854,5447,1093
645,8078,5591,1095
646,19937,13507,304
647,8256,5719,1095
648,8332,5763,318
649,8344,5773,1093
650,8464,5863,1093
651,19960,13515,302
652,8466,5864,1095
653,19964,13516,1094
654,8510,5902,1093
655,8587,5942,1095
656,8684,5996,1095
657,8710,6010,1093
658,8883,6116,509
659,8904,6128,509
660,8904,6128,532
661,8904,6128,533
662,8904,6128,616
663,19964,13516,249
664,8904,6128,697
665,8904,6128,708
666,8904,6128,630
667,8904,6128,680
668,8904,6128,744
669,8904,6128,719
670,8904,6128,725
671,8910,6131,757
672,8919,6136,757
673,8946,6151,757
674,8950,6153,757
675,8967,6162,613
676,8971,6164,757
677,9070,6255,763
678,9183,6344,1094
679,9204,6363,1095
680,9206,6365,1095
681,20031,13535,280
682,20045,13538,161
683,20045,13538,253
684,20128,13579,218
685,20138,13584,219
686,20138,13584,265
687,20156,13592,1094
688,20156,13592,249
689,20169,13598,255
690,20193,13603,1093
691,20197,13603,1094
692,20197,13603,249
693,20201,13603,1094
694,20201,13603,249
695,20202,13603,1094
696,20202,13603,249
697,20208,13603,1093
698,20211,13603,1093
699,20212,13603,1095
700,20216,13603,1094
701,20216,13603,249
702,20222,13603,1093
703,20228,13603,1095
704,20230,13603,1093
705,20248,13603,1094
706,20248,13603,249
707,20264,13603,1095
708,20269,13603,1095
709,20276,13603,1094
710,20276,13603,249
711,20278,13603,1095
712,20311,13619,306
713,20317,13622,1094
714,20317,13622,249
715,20321,13624,1094
716,20321,13624,249
717,20323,13625,101
718,20323,13625,270
719,20356,13641,1094
720,20356,13641,111
721,20356,13641,249
722,20356,13641,251
723,20358,13643,277
724,20408,13683,1094
725,20408,13683,249
726,20422,13694,1094
727,20422,13694,111
728,20422,13694,249
729,20422,13694,251
730,20429,13701,84
731,20429,13701,85
732,20429,13701,91
733,20429,13701,168
734,20429,13701,182
735,20429,13701,213
736,20429,13701,217
737,20500,13770,277
738,20543,13810,272
739,20543,13810,273
740,20574,13834,1094
741,20574,13834,249
742,20577,13835,1094
743,20577,13835,249
744,20582,13837,1094
745,20582,13837,249
746,20585,13838,99
747,20585,13838,167
748,20585,13838,181
749,20585,13838,214
750,20585,13838,216
751,20585,13838,237
752,20598,13846,101
753,20601,13847,222
754,20601,13847,238
755,20607,13851,1094
756,20607,13851,164
757,20607,13851,170
758,20607,13851,249
759,20607,13851,251
760,20626,13860,1094
761,20626,13860,249
762,20630,13861,98
763,20646,13869,1094
764,20646,13869,225
765,20646,13869,249
766,20680,13880,76
767,20697,13891,99
768,20697,13891,167
769,20697,13891,181
770,20697,13891,214
771,20697,13891,216
772,20700,13893,1094
773,20700,13893,249
774,20725,13905,1095
775,20765,13931,99
776,20765,13931,167
777,20765,13931,181
778,20765,13931,214
779,20765,13931,216
780,20768,13933,165
781,20768,13933,220
782,20768,13933,234
783,20768,13933,268
784,20794,13945,1094
785,20794,13945,249
786,20805,13951,84
787,20805,13951,85
788,20805,13951,91
789,20805,13951,168
790,20805,13951,182
791,20805,13951,213
792,20805,13951,217
793,20807,13952,248
794,20858,13980,1095
795,20859,13980,273
796,20862,13981,165
797,20872,13984,101
798,20875,13986,84
799,20875,13986,85
800,20875,13986,223
801,20901,13999,78
802,20901,13999,222
803,20901,13999,238
804,20902,14000,1094
805,20902,14000,249
806,20922,14009,99
807,20922,14009,167
808,20922,14009,181
809,20922,14009,214
810,20922,14009,216
811,20922,14009,237
812,20931,14014,99
813,20931,14014,167
814,20931,14014,181
815,20931,14014,214
816,20931,14014,216
817,20931,14014,237
818,20935,14015,1094
819,20935,14015,249
820,20962,14026,78
821,20962,14026,195
822,20969,14028,1094
823,20969,14028,249
824,20973,14030,265
825,20983,14034,74
826,20983,14034,75
827,20983,14034,273
828,20985,14035,273
829,20990,14036,84
830,20990,14036,85
831,20992,14037,266
832,20997,14039,1094
833,20997,14039,249
834,21000,14040,1094
835,21000,14040,249
836,21012,14044,1094
837,21012,14044,249
838,21014,14044,266
839,21051,14060,1094
840,21051,14060,249
841,21051,14060,285
842,21059,14064,1094
843,21059,14064,249
844,21068,14068,78
845,21068,14068,80
846,21068,14068,109
847,21068,14068,243
848,21077,14073,165
849,21077,14073,268
850,21088,14078,1093
851,21097,14083,1094
852,21097,14083,249
853,21104,14085,1095
854,21106,14087,219
855,21106,14087,265
856,21131,14098,1094
857,21131,14098,164
858,21131,14098,170
859,21131,14098,249
860,21131,14098,251
861,21134,14100,277
862,21139,14102,1094
863,21139,14102,249
864,21139,14102,252
865,21150,14104,1094
866,21150,14104,249
867,21150,14104,307
868,21157,14107,235
869,21160,14107,213
870,21161,14107,277
871,21171,14108,84
872,21171,14108,85
873,21180,14113,1094
874,21180,14113,164
875,21180,14113,170
876,21180,14113,249
877,21180,14113,251
878,21184,14115,1094
879,21184,14115,249
880,21191,14119,273
881,21195,14121,84
882,21195,14121,85
883,21195,14121,223
884,21195,14121,224
885,21202,14124,277
886,21243,14137,99
887,21243,14137,167
888,21243,14137,181
889,21243,14137,214
890,21243,14137,216
891,21265,14148,1094
892,21265,14148,249
893,21270,14152,1094
894,21275,14155,1094
895,21288,14165,1094
896,21289,14166,1094
897,21347,14217,1020
898,21353,14221,1095
899,21357,14223,1093
900,21443,14287,1095
901,21598,14402,1094
902,21602,14409,713
903,21605,14412,1094
904,21612,14420,864
905,21744,14531,1094
906,21767,14547,1094
907,21772,14549,327
908,21805,14569,327
909,21809,14572,324
910,21815,14575,327
911,21821,14578,626
912,21856,14589,624
913,21868,14596,1094
914,21881,14603,974
915,21883,14604,1095
916,21942,14646,1093
917,22036,14700,657
918,22049,14710,1093
919,22119,14772,1095
920,22253,14874,1221
921,22256,14875,1214
922,22285,14889,1094
923,22296,14895,1093
924,22317,14907,1094
925,22358,14937,1093
926,22492,15059,1095
927,22506,15066,1095
928,22516,15071,1093
929,22639,15126,1095
930,22774,15190,1095
931,22819,15226,1093
932,23314,15622,1095
933,23320,15625,1095
934,23444,15696,1093
935,23599,15787,1095
936,23602,15788,1095
937,23636,15806,1095
938,23641,15811,1095
939,23693,15859,1095
940,23723,15885,1095
941,23727,15888,1094
942,23731,15891,1094
943,23760,15913,1093
944,24047,16145,1093
945,24158,16252,1093
946,24406,16403,1093
947,24427,16413,1093
948,24455,16435,1093
949,24466,16441,1093
950,24672,16603,1093
951,24766,16672,1094
952,24774,16676,1094
953,24781,16679,1094
954,24811,16693,1094
955,24835,16706,1094
956,24981,16803,1095
957,24983,16804,1095
958,24998,16813,1094
959,25053,16865,1095
960,25080,16894,1095
961,25085,16899,1094
962,25094,16908,263
963,25104,16918,1093
964,25119,16932,1095
965,25220,16998,1095
966,25232,17003,1095
967,25298,17047,808
968,25378,17091,1094
969,25467,17163,492
970,25478,17174,492
971,25491,17186,1095
972,25766,17390,1093
973,25767,17391,1093
974,25902,17501,1095
975,25905,17503,1093
976,25915,17510,1095
977,25953,17535,570
978,26023,17582,1093
979,26063,17616,1094
980,26093,17635,1093
981,26106,17642,1095
982,26230,17706,1095
983,26260,17720,848
984,26269,17725,848
985,26314,17748,1093
986,26331,17754,848
987,26467,17847,1093
988,26565,17909,1093
989,26585,17920,1095
990,26604,17933,1095
991,26619,17947,1095
992,26686,18003,1095
993,26960,18193,1095
994,27007,18210,1093
995,27008,18211,1093
996,27022,18214,1093
997,27022,18214,884
998,27022,18214,893
999,27036,18218,1095
1000,27036,18218,1004
1001,27036,18218,888
1002,27052,18223,1093
1003,27063,18227,1095
1004,27063,18227,1004
1005,27066,18228,1093
1006,27074,18231,1093
1007,27231,18333,888
1008,27281,18349,1093
1009,27281,18349,884
1010,27281,18349,893
1011,27299,18352,1095
1012,27299,18352,1004
1013,27299,18352,888
1014,27306,18353,881
1015,27306,18353,891
1016,27316,18358,1095
1017,27316,18358,1004
1018,27336,18369,1094
1019,27342,18372,1094
1020,27383,18400,1095
1021,27569,18531,1095
1022,27602,18552,1095
1023,27670,18609,1094
1024,27675,18610,1095
1025,27693,18624,1095
1026,27697,18627,1095
1027,27823,18731,1048
1028,28003,18885,1095
1029,28035,18901,1095
1030,28135,18965,123
1031,28135,18965,121
1032,28135,18965,122
1033,28135,18965,175
1034,28135,18965,1093
1035,28141,18968,160
1036,28141,18968,179
1037,28149,18973,123
1038,28149,18973,121
1039,28149,18973,122
1040,28149,18973,175
1041,28159,18978,1192
1042,28159,18978,160
1043,28165,18981,123
1044,28165,18981,121
1045,28165,18981,122
1046,28165,18981,175
1047,28181,18988,162
1048,28195,18994,162
1049,28207,19000,162
1050,28211,19002,162
1051,28218,19006,1192
1052,28218,19006,160
1053,28218,19006,1094
1054,28245,19018,160
1055,28247,19019,160
1056,28256,19023,162
1057,28258,19024,160
1058,28292,19040,162
1059,28341,19062,162
1060,28342,19063,162
1061,28345,19064,124
1062,28347,19065,1192
1063,28347,19065,160
1064,28347,19065,1094
1065,28350,19066,160
1066,28370,19075,123
1067,28370,19075,121
1068,28370,19075,122
1069,28370,19075,175
1070,28384,19083,123
1071,28384,19083,121
1072,28384,19083,122
1073,28384,19083,175
1074,28394,19088,123
1075,28394,19088,121
1076,28394,19088,122
1077,28394,19088,175
1078,28433,19106,162
1079,28488,19126,160
1080,28515,19139,342
1081,28554,19158,350
1082,28557,19160,1095
1083,28623,19216,1063
1084,28623,19216,1065
1085,28629,19219,1062
1086,28655,19232,1062
1087,28659,19234,1062
1088,28670,19240,353
1089,28788,19306,1094
1090,28788,19306,359
1091,28835,19330,1178
1092,28839,19332,1163
1093,28839,19332,1083
1094,28845,19335,1165
1095,28845,19335,1176
1096,28847,19336,1178
1097,28854,19339,1163
1098,28854,19339,1083
1099,28859,19342,1170
1100,28859,19342,1174
1101,28864,19346,1163
1102,28864,19346,1083
1103,28868,19348,1178
1104,28909,19379,570
1105,28951,19409,579
1106,28967,19425,570
1107,29019,19489,1093
1108,29065,19493,366
1109,29065,19493,365
1110,29120,19513,1095
1111,29135,19519,1093
1112,29142,19522,1095
1113,29142,19522,391
1114,29142,19522,403
1115,29142,19522,419
1116,29146,19524,1093
1117,29146,19524,421
1118,29146,19524,414
1119,29148,19525,1095
1120,29150,19526,1093
1121,29159,19530,1093
1122,29193,19547,1093
1123,29195,19548,420
1124,29197,19549,394
1125,29201,19552,1093
1126,29201,19552,392
1127,29201,19552,400
1128,29201,19552,421
1129,29212,19557,1093
1130,29212,19557,421
1131,29214,19558,1095
1132,29220,19562,1095
1133,29244,19575,1095
1134,29244,19575,391
1135,29244,19575,397
1136,29244,19575,403
1137,29244,19575,419
1138,29285,19604,1093
1139,29724,19897,421
1140,29724,19897,414
1141,29763,19926,391
1142,29763,19926,390
1143,29789,19944,1094
1144,29836,19977,1094
1145,29842,19983,1094
1146,29850,19991,1094
1147,29864,20005,1094
1148,29879,20019,1094
1149,29916,20049,569
1150,29940,20066,1094
1151,29942,20068,1094
1152,29964,20090,1094
1153,30046,20127,1094
1154,30066,20137,570
1155,30106,20159,570
1156,30110,20161,1094
1157,30125,20173,571
1158,30135,20178,1094
1159,30164,20191,1094
1160,30166,20192,1094
1161,30172,20195,570
1162,30185,20202,1094
1163,30267,20237,922
1164,30294,20257,904
1165,30294,20257,916
1166,30294,20257,918
1167,30294,20257,922
1168,30432,20363,1095
1169,30440,20368,1095
1170,30441,20369,1093
1171,30475,20403,1093
1172,30479,20407,927
1173,30479,20407,1095
1174,30482,20410,926
1175,30482,20410,1094
1176,30532,20442,1093
1177,30532,20442,979
1178,30589,20468,1094
1179,30680,20509,1094
1180,30787,20609,1095
1181,30913,20730,1095
1182,30931,20747,1095
1183,30965,20775,1093
1184,30971,20779,1095
1185,31068,20856,1034
1186,31094,20880,467
1187,31180,20947,1093
1188,31205,20959,1094
1189,31236,20973,1095
1190,9284,6424,1093
1191,31266,21000,1094
1192,9315,6441,1093
1193,31273,21007,1094
1194,9337,6457,1095
1195,9341,6461,1095
1196,9436,6543,1091
1197,9472,6575,1095
1198,9490,6582,1094
1199,9492,6583,1094
1200,9494,6584,1094
1201,9536,6625,1094
1202,9554,6636,1094
1203,9674,6737,1094
1204,9690,6746,1029
1205,9709,6756,1039
1206,9709,6756,1094
1207,9759,6795,1095
1208,9764,6797,1093
1209,9767,6799,1093
1210,9900,6873,1093
1211,10000,6941,1094
1212,10166,7070,819
1213,31274,21008,1094
1214,31278,21012,1094
1215,31285,21019,1095
1216,31292,21026,1094
1217,10166,7070,1094
1218,31312,21046,1094
1219,10198,7091,819
1220,31315,21049,1094
1221,31319,21052,1095
1222,31356,21081,1094
1223,31374,21095,1094
1224,441,274,1094
1225,445,275,1094
1226,704,413,1094
1227,866,561,1095
1228,877,571,1095
1229,887,573,791
1230,1081,724,1103
1231,1084,726,1097
1232,10252,7119,1093
1233,1249,854,1095
1234,10312,7164,1093
1235,10340,7190,1093
1236,10346,7194,1093
1237,10410,7227,826
1238,10430,7239,826
1239,10444,7247,826
1240,10478,7265,1094
1241,10478,7265,826
1242,10511,7287,826
1243,10522,7295,826
1244,10549,7312,1093
1245,10587,7326,1094
1246,10587,7326,826
1247,10648,7361,1095
1248,10784,7457,1095
1249,10849,7504,1095
1250,10856,7508,1093
1251,10984,7583,1095
1252,1357,928,1107
1253,1357,928,1112
1254,1363,929,1109
1255,1459,979,1094
1256,1495,1010,1094
1257,1500,1011,1095
1258,1515,1024,1093
1259,11012,7604,1094
1260,1552,1047,1095
1261,11020,7609,1094
1262,1659,1125,1095
1263,11040,7621,1095
1264,11106,7657,1094
1265,11224,7755,1093
1266,11225,7756,1094
1267,11242,7760,1095
1268,11255,7770,1094
1269,11258,7773,1094
1270,11267,7777,1094
1271,11300,7797,867
1272,11321,7808,875
1273,11324,7811,1093
1274,11389,7869,1095
1275,11404,7883,1093
1276,1723,1168,1095
1277,11569,7990,1093
1278,11660,8057,1093
1279,11700,8080,1094
1280,11700,8080,528
1281,11709,8085,527
1282,11709,8085,520
1283,11713,8087,552
1284,11713,8087,553
1285,11715,8088,552
1286,11715,8088,553
1287,11717,8089,1093
1288,11725,8093,552
1289,11725,8093,553
1290,11846,8199,556
1291,12009,8332,426
1292,1729,1171,1095
1293,12009,8332,430
1294,12009,8332,431
1295,12009,8332,432
1296,12009,8332,434
1297,12009,8332,436
1298,12009,8332,438
1299,12009,8332,439
1300,12009,8332,440
